LandValue,ImprovementValue,OwnerOccupied,Neighbours,PermitApplicationTime,ReconstructionCompletionTime
153000,221700,TRUE,91,502,-1
60045,194770,FALSE,110,502,676
92825,35893,FALSE,94,502,741
51995,280228,FALSE,73,502,812
69692,107220,TRUE,49,503,1077
37099,341700,FALSE,65,503,965
28574,21292,TRUE,71,504,718
50079,25046,TRUE,43,505,-1
68070,71468,TRUE,91,505,708
57921,147893,TRUE,57,509,889
71443,123788,FALSE,120,510,848
71443,123788,FALSE,120,510,848
71443,123788,FALSE,120,510,915
25764,104040,TRUE,93,510,673
107219,10511,TRUE,99,510,-1
53609,24555,TRUE,131,510,665
29281,83964,TRUE,108,511,762
60171,123383,TRUE,99,511,868
54730,106082,FALSE,128,512,756
45124,138745,TRUE,116,512,721
149956,234209,FALSE,85,512,762
91005,120109,TRUE,107,515,925
26794,174500,FALSE,137,515,994
83110,160180,FALSE,68,515,841
30916,150960,FALSE,56,515,638
53512,43747,FALSE,111,515,890
9225,106532,TRUE,130,515,827
35000,212500,TRUE,72,516,1338
28339,100000,FALSE,104,516,1300
47339,91771,FALSE,14,516,811
74973,105278,TRUE,101,516,770
87078,192048,FALSE,101,517,771
56680,218900,FALSE,42,517,883
65334,160104,FALSE,94,517,848
85187,265528,FALSE,105,523,1090
97072,109214,FALSE,60,523,799
88623,166148,TRUE,101,523,798
150000,200000,TRUE,70,524,953
29005,14504,TRUE,71,524,827
76910,195000,FALSE,92,525,1254
85739,212974,TRUE,126,529,959
82022,113738,FALSE,147,530,774
112200,197880,TRUE,118,530,819
44196,219303,FALSE,67,531,1082
61833,209100,FALSE,110,531,950
71085,61087,FALSE,114,531,-1
25842,38495,FALSE,129,532,659
135000,197000,FALSE,81,532,956
69620,130104,FALSE,75,532,1170
110735,122655,FALSE,103,532,904
145185,89033,FALSE,155,533,897
112200,202980,FALSE,123,533,657
140000,285000,FALSE,57,533,-1
122400,198900,FALSE,118,533,657
102000,286110,FALSE,68,533,685
96574,29097,FALSE,110,536,1112
122400,163200,FALSE,107,536,854
125000,200000,FALSE,140,538,-1
58017,69624,TRUE,111,538,1022
10061,98460,FALSE,86,539,1145
65094,71016,FALSE,125,540,1169
120531,57883,TRUE,26,540,616
96498,193000,FALSE,82,540,-1
82848,137003,TRUE,71,540,1057
66929,165871,FALSE,63,545,823
35000,71500,FALSE,54,545,-1
40612,130375,FALSE,68,546,792
46411,106221,FALSE,114,546,901
51660,181499,TRUE,148,546,977
67949,107589,TRUE,97,546,741
102000,227460,TRUE,119,546,783
13939,88537,TRUE,105,547,776
56796,134895,TRUE,85,547,747
25764,102000,FALSE,82,552,820
76554,96812,TRUE,67,552,659
44209,113650,FALSE,157,552,876
112200,153000,TRUE,113,553,705
25500,123000,FALSE,162,553,-1
90669,134079,TRUE,155,554,1021
120000,140000,TRUE,121,554,869
45124,19560,FALSE,124,554,848
76554,147641,FALSE,130,554,974
19579,265000,FALSE,76,554,1181
112200,260100,FALSE,29,554,757
69620,163521,TRUE,86,554,844
89239,255707,FALSE,84,557,1037
83662,174018,TRUE,107,557,945
72506,94811,TRUE,56,558,869
28339,265200,FALSE,108,558,817
32641,417900,FALSE,54,558,894
97072,86642,TRUE,102,559,-1
30916,195000,TRUE,70,559,1078
103138,194130,TRUE,100,559,841
83662,194979,TRUE,90,559,-1
83662,189549,FALSE,110,560,939
66396,123680,FALSE,106,561,1103
55384,184939,TRUE,105,561,994
44313,180000,FALSE,92,561,1195
10653,72577,TRUE,134,565,1020
25764,275400,FALSE,68,566,893
62288,60590,TRUE,55,566,783
51995,280228,FALSE,73,566,812
17356,132944,TRUE,44,566,991
115000,220000,FALSE,136,567,966
119931,69310,TRUE,105,567,792
46375,201450,TRUE,124,568,748
40427,27870,FALSE,147,568,-1
107174,246305,TRUE,109,571,810
16159,50000,TRUE,21,571,-1
57992,10235,TRUE,95,572,-1
11870,101241,TRUE,136,572,901
29886,126000,FALSE,127,572,-1
42304,118855,TRUE,60,573,683
118209,160907,TRUE,120,573,-1
147404,265931,FALSE,128,573,859
112200,315690,TRUE,107,574,733
70986,142494,TRUE,125,574,965
61408,131689,TRUE,132,574,832
78084,118627,FALSE,112,575,1047
87982,97116,FALSE,90,575,-1
24732,200000,FALSE,132,578,984
112200,300900,FALSE,88,580,781
118701,192284,TRUE,62,581,1105
30000,100000,FALSE,115,582,1169
66894,67209,FALSE,65,582,1054
42480,157639,TRUE,30,585,1078
185659,453373,TRUE,66,585,1023
86633,156979,FALSE,99,586,833
102000,158100,FALSE,121,586,755
57164,105517,TRUE,155,587,1075
128820,176000,FALSE,28,587,-1
94818,315000,FALSE,55,587,1216
71914,126627,TRUE,82,588,1055
72506,149959,FALSE,117,589,993
36069,245000,FALSE,66,589,1182
36069,245000,FALSE,122,589,-1
103387,62818,TRUE,135,592,861
25764,116000,FALSE,136,593,1240
117300,163200,FALSE,98,593,792
164046,78370,FALSE,61,594,1219
29886,145309,TRUE,142,594,762
94818,173326,TRUE,16,594,936
63887,180335,TRUE,61,594,1156
43329,79681,TRUE,99,595,937
112200,236640,TRUE,56,595,888
19394,265000,FALSE,52,596,1285
80414,86795,TRUE,143,596,762
15845,93679,FALSE,116,596,781
126243,59337,TRUE,106,596,896
49686,73936,TRUE,127,596,791
78469,86319,FALSE,116,599,767
27824,96000,FALSE,78,599,-1
28855,169000,FALSE,119,599,-1
123769,521957,TRUE,54,600,981
22686,158748,FALSE,121,600,896
122400,346800,FALSE,97,600,827
127500,362100,FALSE,102,600,867
32541,53596,FALSE,72,601,813
24732,240000,FALSE,116,601,1110
34523,230000,FALSE,106,601,-1
36781,9198,TRUE,96,601,741
46949,33309,TRUE,110,602,775
34007,113727,FALSE,106,602,708
59080,154524,FALSE,128,602,1055
72506,107538,TRUE,106,602,911
47339,71879,FALSE,145,606,789
66638,117352,TRUE,104,607,965
110000,349000,FALSE,142,608,924
70986,80029,FALSE,104,610,748
35700,135800,FALSE,90,610,1306
10157,89840,TRUE,77,610,910
28339,146880,FALSE,83,610,868
63912,125000,FALSE,112,614,1092
233556,176751,TRUE,102,614,880
30000,28212,TRUE,81,614,-1
16488,163200,FALSE,137,615,741
72506,75346,FALSE,104,615,763
90599,207529,TRUE,52,616,1126
47060,50690,TRUE,94,616,809
25764,214200,TRUE,108,617,834
49000,26288,FALSE,124,617,1077
71642,203185,FALSE,128,617,1380
107208,219942,FALSE,100,617,776
137700,295800,TRUE,107,617,810
41222,360000,FALSE,115,617,-1
132600,367200,FALSE,65,617,852
127500,255000,TRUE,77,617,812
38266,83352,TRUE,102,617,-1
49000,114360,TRUE,139,620,712
98505,335654,FALSE,139,621,897
52698,115929,TRUE,120,621,1005
91800,214200,TRUE,153,623,799
91221,193508,FALSE,99,623,930
63529,75084,TRUE,111,623,748
65094,115770,TRUE,111,624,819
78040,282886,TRUE,114,624,1085
81879,112596,TRUE,96,627,1049
114687,121976,TRUE,133,627,1386
100395,137075,TRUE,118,628,783
35700,168300,FALSE,61,628,822
20400,158100,FALSE,35,628,825
82022,184698,TRUE,117,628,-1
83662,194979,TRUE,90,628,712
67257,157027,TRUE,107,629,1091
140000,285000,FALSE,57,629,803
51000,135100,TRUE,82,629,1224
20611,215000,FALSE,116,631,988
25764,325000,FALSE,95,631,966
83662,217201,FALSE,113,631,1155
69910,165947,TRUE,116,631,831
122400,299676,FALSE,139,634,889
30483,102000,FALSE,119,634,848
7102,65296,TRUE,63,634,819
66980,131795,TRUE,125,634,1071
64051,84888,FALSE,131,634,1384
54619,5152,FALSE,133,635,1055
112200,255000,FALSE,107,635,848
44196,88419,TRUE,65,635,798
30000,40000,FALSE,92,636,-1
73612,145000,TRUE,87,636,1219
45078,62229,FALSE,123,637,973
122767,273927,TRUE,62,637,890
158100,409020,TRUE,83,638,797
97903,408000,FALSE,55,638,866
47821,140095,TRUE,99,638,1170
127500,257040,FALSE,98,641,846
183885,274500,TRUE,5,641,866
78476,348084,FALSE,94,642,951
91221,149304,TRUE,151,642,1051
71012,85000,FALSE,111,642,1233
112200,200940,FALSE,152,643,747
96900,153000,TRUE,110,644,844
117300,316200,FALSE,64,645,-1
60337,237405,TRUE,112,645,939
107219,215512,FALSE,114,645,833
96498,134953,FALSE,41,645,1204
73612,159252,FALSE,70,648,1012
40000,60000,FALSE,93,648,-1
112200,197880,TRUE,62,648,797
21261,65315,FALSE,105,649,809
88702,263617,TRUE,143,649,897
29370,198500,FALSE,118,649,781
44801,36842,TRUE,94,649,763
85371,97545,FALSE,94,649,865
49766,108536,FALSE,64,650,931
27540,321300,FALSE,77,651,848
38130,143720,TRUE,85,652,903
14712,12992,FALSE,131,652,1250
112200,264180,TRUE,141,652,819
131341,216658,FALSE,101,652,844
94818,230093,FALSE,82,652,1083
51908,226913,FALSE,93,655,1051
96036,205361,TRUE,93,656,897
117300,306000,FALSE,137,657,854
34680,175000,FALSE,136,657,1237
128118,176235,FALSE,42,658,995
110000,187000,FALSE,129,658,876
112200,153000,FALSE,121,659,859
11308,7831,TRUE,48,659,925
69933,103890,FALSE,37,662,890
69596,202125,FALSE,113,662,1000
75000,40000,FALSE,97,663,-1
16167,40861,FALSE,58,663,897
58799,122618,TRUE,90,664,874
30916,150000,FALSE,113,664,768
30916,360000,FALSE,72,664,1191
103895,232394,TRUE,71,664,1020
117300,242760,TRUE,102,664,852
112200,321300,TRUE,106,664,937
28855,330000,FALSE,60,664,867
63297,295800,FALSE,103,664,921
15786,91798,TRUE,111,665,999
98306,207970,TRUE,106,665,-1
153000,345780,FALSE,33,666,908
137700,367200,TRUE,92,666,959
125000,375000,FALSE,76,666,1028
122400,255000,TRUE,107,666,852
127500,249900,FALSE,134,666,925
22671,254000,FALSE,42,673,859
82022,107723,TRUE,143,676,897
135000,260000,TRUE,55,677,860
66986,175152,FALSE,101,677,1282
48777,116769,FALSE,66,677,994
45000,118500,TRUE,122,678,1230
102000,290496,TRUE,67,678,-1
75000,200000,TRUE,93,678,1394
93267,23384,FALSE,136,679,1000
56680,214200,FALSE,86,680,837
29585,225000,TRUE,146,685,1152
130000,240000,FALSE,109,685,964
50680,126475,TRUE,136,685,874
61375,67194,TRUE,119,686,825
50821,123231,TRUE,50,686,1007
109208,67500,FALSE,155,686,-1
28560,183600,FALSE,115,687,908
32640,315000,FALSE,72,687,1092
27056,33409,FALSE,58,690,903
8072,50899,FALSE,132,690,986
42464,24311,TRUE,85,690,-1
81879,199947,FALSE,134,690,1026
41878,152944,FALSE,111,691,1029
26279,113000,FALSE,107,691,-1
30916,180000,TRUE,125,691,985
50960,56626,FALSE,89,691,880
117300,326400,FALSE,77,692,936
125000,284000,TRUE,139,692,-1
35354,46415,TRUE,122,692,1000
91137,155469,FALSE,73,693,1093
37740,113000,FALSE,43,694,1285
47303,190000,FALSE,135,697,930
12216,32643,TRUE,127,697,874
57164,190000,FALSE,102,697,979
120000,270000,FALSE,137,697,-1
32977,130000,FALSE,105,697,1077
65164,39104,FALSE,81,697,972
110879,226649,FALSE,45,698,-1
52193,218808,TRUE,115,699,1012
40000,380000,FALSE,106,699,1202
95208,114641,TRUE,155,699,917
112200,328100,FALSE,126,699,1322
25764,5152,FALSE,144,700,1204
25500,96000,FALSE,136,700,907
22119,35000,FALSE,93,700,-1
120000,222000,FALSE,134,700,967
107174,186937,FALSE,119,700,987
46411,75390,FALSE,136,700,942
61351,16732,FALSE,101,700,862
44313,98900,FALSE,60,700,881
54945,160865,FALSE,80,701,1086
40000,90000,FALSE,101,701,1359
30600,182580,FALSE,64,701,951
76555,119024,TRUE,63,706,963
105000,162000,FALSE,75,706,887
41222,135000,FALSE,27,708,-1
66929,90500,TRUE,105,708,1345
96900,153000,FALSE,119,708,804
65094,82852,TRUE,115,711,924
117300,392700,TRUE,127,712,894
87124,215922,TRUE,83,712,908
38892,76977,TRUE,134,712,-1
62286,119619,FALSE,77,712,879
34808,38873,FALSE,106,712,872
48711,36881,FALSE,94,714,1140
39780,290000,FALSE,88,715,1198
132600,315180,FALSE,55,715,833
69334,313906,TRUE,130,719,944
90264,60000,TRUE,61,719,1286
51000,165240,FALSE,92,719,879
117941,35000,FALSE,124,720,1030
18049,32000,TRUE,85,720,-1
36069,153000,FALSE,88,721,895
35362,215000,FALSE,51,721,973
122400,178500,FALSE,97,721,868
135000,339000,FALSE,61,722,974
145185,143294,TRUE,102,725,972
50680,117315,FALSE,80,725,883
30600,66500,FALSE,61,726,-1
45900,150000,FALSE,64,727,1237
41222,165000,FALSE,81,727,960
19579,112200,FALSE,97,727,915
45000,97000,FALSE,130,729,-1
40000,75000,FALSE,114,729,1167
47473,165637,FALSE,66,732,1097
66929,213806,FALSE,116,733,1085
24480,163200,FALSE,116,735,915
84936,204698,FALSE,106,736,1191
52651,190950,TRUE,83,739,1022
65642,96985,FALSE,94,739,803
131341,160906,FALSE,27,740,861
69334,313906,TRUE,130,742,1092
25500,204000,FALSE,105,743,916
96261,320300,FALSE,30,743,973
48313,58500,FALSE,123,743,-1
59491,199391,FALSE,146,746,909
17638,20000,FALSE,73,747,1364
48249,18185,FALSE,131,747,-1
55514,130000,FALSE,128,747,922
95000,160000,TRUE,97,747,1028
54681,49213,TRUE,70,747,883
40332,15012,TRUE,91,748,910
25764,214200,FALSE,91,748,959
21930,144000,FALSE,158,753,918
13200,15000,FALSE,120,753,-1
20611,145000,TRUE,105,754,1261
28339,65000,FALSE,98,754,1369
84936,185600,FALSE,74,755,897
20400,170500,FALSE,131,755,1133
25596,124178,TRUE,71,755,1428
24217,325000,FALSE,108,756,1035
24500,124000,FALSE,149,757,-1
56786,123534,FALSE,100,757,931
46893,112215,TRUE,54,760,991
132600,300900,TRUE,61,760,944
135000,395000,FALSE,106,760,1041
30401,127500,FALSE,69,761,-1
80000,148000,TRUE,67,761,945
79124,207044,TRUE,57,761,995
156653,206714,FALSE,104,762,902
51506,70380,FALSE,109,762,-1
100000,190000,FALSE,116,762,1030
115000,214000,TRUE,105,762,1005
80856,200000,FALSE,74,763,1092
53580,48008,FALSE,133,763,943
40000,22000,FALSE,68,763,1204
40800,341000,FALSE,132,763,1107
20400,232000,FALSE,117,764,-1
123100,58898,TRUE,27,764,-1
104992,352845,FALSE,43,764,1057
30600,10200,FALSE,77,764,-1
51528,148900,FALSE,84,767,967
78003,133082,TRUE,123,767,942
58862,174202,TRUE,25,767,1093
28294,402278,FALSE,87,768,1163
97072,164552,FALSE,105,768,987
25532,130000,FALSE,120,770,1342
118962,210798,FALSE,121,770,918
45000,145000,TRUE,94,774,1197
128766,263443,FALSE,129,776,1162
110000,270000,TRUE,34,776,944
117941,426736,FALSE,134,776,900
60337,214956,TRUE,93,781,1148
86700,25500,FALSE,92,781,1056
49994,134580,FALSE,108,782,937
47339,119270,TRUE,68,782,1411
67257,32193,TRUE,120,783,1203
68146,521563,TRUE,36,784,1175
45000,30000,TRUE,80,784,1327
153000,504900,FALSE,24,788,952
61351,49465,FALSE,104,789,1195
72456,73159,TRUE,132,789,893
91005,157319,FALSE,104,789,1154
72506,18500,FALSE,145,789,-1
30600,121000,FALSE,52,789,-1
54681,27843,FALSE,132,789,1036
63529,117188,FALSE,129,791,1050
22950,190000,FALSE,114,791,1170
45000,145000,TRUE,61,792,1324
63818,97473,FALSE,73,795,1041
45000,135000,FALSE,15,796,-1
43283,159152,FALSE,77,797,1233
114124,241475,FALSE,113,798,1148
114687,121976,TRUE,133,798,-1
43798,126000,FALSE,148,798,1275
87490,70000,FALSE,141,803,1251
136652,599479,FALSE,32,804,1131
35190,27000,FALSE,48,804,-1
155000,250000,FALSE,85,804,1079
150000,340000,FALSE,68,804,1093
155000,347000,FALSE,63,804,1093
23125,94300,FALSE,77,806,960
36791,27597,FALSE,107,806,900
44086,150000,FALSE,120,809,937
90542,99332,TRUE,137,809,1328
101891,202886,FALSE,18,810,988
69304,149654,FALSE,72,810,963
32977,372300,FALSE,121,810,1239
79647,142336,FALSE,90,810,1027
27329,145500,FALSE,38,810,-1
45124,96582,FALSE,75,811,999
40463,147093,TRUE,74,812,1065
40800,325000,FALSE,99,812,1106
39399,87006,FALSE,120,812,984
117300,375360,FALSE,147,812,917
45000,70000,TRUE,91,813,1392
36720,350000,FALSE,112,813,1344
40800,200000,FALSE,94,813,1230
25500,100000,FALSE,121,816,1307
109363,105000,TRUE,120,817,1247
67711,85907,TRUE,73,817,1120
45900,145000,FALSE,76,818,1345
72407,107031,FALSE,88,818,1006
135000,302000,FALSE,69,818,-1
39780,200000,FALSE,85,819,1282
95338,160110,TRUE,92,824,1093
25764,197000,FALSE,71,825,1219
38130,178500,FALSE,73,825,945
107219,281029,TRUE,120,825,939
85371,335000,FALSE,76,827,1279
60852,138802,FALSE,65,827,1021
80414,191575,FALSE,117,831,915
39776,11494,TRUE,117,831,1061
99707,99534,FALSE,58,831,973
120000,195000,TRUE,122,831,988
160000,494000,FALSE,83,832,984
35000,95000,FALSE,114,833,-1
40800,185000,FALSE,70,833,1181
55365,93759,FALSE,100,834,1145
25000,33944,TRUE,138,834,-1
35700,343200,FALSE,90,834,1363
84938,179602,TRUE,104,839,1110
25764,75000,FALSE,133,839,-1
27545,79280,FALSE,46,840,1153
92071,107434,FALSE,61,841,1126
102614,58000,FALSE,58,841,-1
72803,18201,FALSE,146,841,1428
86700,127000,FALSE,41,844,1286
142800,270300,TRUE,71,844,1006
45124,96582,FALSE,75,845,-1
69304,132843,FALSE,48,845,1119
135000,315000,TRUE,59,845,995
120000,390000,FALSE,129,845,1030
15300,200000,FALSE,106,845,1140
125000,355000,TRUE,132,846,1021
42046,188000,TRUE,101,846,1000
105201,86000,FALSE,122,846,-1
44013,180381,TRUE,143,847,973
60000,73760,TRUE,81,848,-1
75000,185000,FALSE,58,848,1174
15300,165000,FALSE,111,852,1183
97305,182455,FALSE,95,853,1078
34680,15000,FALSE,123,855,1356
89596,118500,TRUE,12,859,1204
150000,165000,FALSE,85,859,1100
51000,106000,FALSE,74,860,1268
29580,180000,FALSE,120,860,1138
60180,61000,FALSE,61,860,1265
45900,185000,FALSE,139,861,1037
110000,322500,FALSE,121,862,-1
52623,218380,TRUE,111,865,1104
58799,122618,TRUE,90,866,1198
43438,101553,FALSE,145,866,1097
43860,335000,FALSE,59,866,1111
130000,440000,FALSE,73,867,1040
125000,300000,FALSE,84,867,1093
22671,108000,FALSE,124,867,1282
125000,305000,FALSE,118,867,1036
25500,128000,FALSE,60,868,1345
16431,300000,FALSE,105,869,1022
101533,142464,FALSE,117,873,1002
48249,63721,FALSE,90,875,1111
20611,140000,FALSE,95,875,1092
59472,92186,FALSE,148,876,-1
37740,335000,FALSE,114,879,1111
140000,329000,FALSE,57,880,1131
173270,102500,FALSE,87,883,1386
19110,65000,FALSE,87,886,-1
125000,314000,FALSE,110,886,1117
13571,89649,TRUE,126,887,1121
72433,68899,FALSE,128,888,944
130000,245000,FALSE,57,888,1035
45000,82000,TRUE,56,889,-1
25248,27000,TRUE,114,890,1356
23460,25000,FALSE,115,890,1356
28560,27000,TRUE,112,890,1356
50637,12583,FALSE,113,890,-1
59175,19836,FALSE,107,893,1070
98426,73000,TRUE,88,893,-1
42625,93132,FALSE,159,893,1028
30600,5100,FALSE,117,894,-1
18010,58000,TRUE,122,895,1026
51000,135000,FALSE,87,895,1251
30000,155000,FALSE,119,895,1162
55745,128406,FALSE,77,896,-1
42840,113000,TRUE,115,896,1181
45900,345000,FALSE,87,897,1119
145000,359000,TRUE,90,897,1111
39780,60000,TRUE,100,900,1237
18549,190000,FALSE,82,900,1040
32640,360000,FALSE,128,901,1104
51000,94000,FALSE,104,901,1253
43860,310000,TRUE,107,901,1050
35000,121000,FALSE,117,902,1217
35000,121000,FALSE,117,902,1217
43860,189000,FALSE,70,902,1191
87982,97116,FALSE,90,902,1111
71400,393500,FALSE,74,903,-1
150000,215000,FALSE,62,904,1062
124778,34000,TRUE,104,904,1338
34007,165152,FALSE,124,907,1058
110000,225000,FALSE,112,908,1050
133784,227735,FALSE,50,908,1128
125000,325000,FALSE,80,908,1050
40000,180000,TRUE,53,909,1387
104004,169457,FALSE,74,909,1126
30000,35000,FALSE,116,910,1226
30600,290000,FALSE,119,910,1128
175000,580000,TRUE,55,910,1148
100000,250000,FALSE,72,911,1068
135000,215000,FALSE,101,911,1126
35700,255000,FALSE,71,914,1127
85775,113653,FALSE,133,915,1075
58017,43500,TRUE,75,915,-1
23970,185000,FALSE,150,916,1079
45900,325000,TRUE,62,917,1103
47339,20000,FALSE,122,917,1370
147900,316200,FALSE,61,917,1071
46375,190000,FALSE,109,918,-1
43860,445000,TRUE,70,918,1181
76500,385000,FALSE,41,918,1216
61318,166222,FALSE,56,921,1070
30600,305000,TRUE,59,922,1104
31620,285000,TRUE,111,922,1140
125000,325000,FALSE,113,922,1072
76500,365000,FALSE,61,922,1224
27540,126000,FALSE,97,923,1254
51528,5152,FALSE,98,923,1394
125000,340000,FALSE,123,924,1083
140000,180000,TRUE,42,924,1064
25764,155000,FALSE,90,925,1044
23460,325000,FALSE,104,925,1110
14412,88753,FALSE,140,928,1090
50487,48192,TRUE,105,928,1082
45000,262500,FALSE,104,929,1153
22440,80000,FALSE,99,929,1390
128663,192996,FALSE,116,929,1261
20400,90000,FALSE,106,931,1118
25596,75336,TRUE,146,931,1048
120723,135818,TRUE,82,931,1337
173270,102500,FALSE,87,932,1393
69048,50000,TRUE,118,932,1309
31535,50000,FALSE,90,937,-1
35700,285000,FALSE,104,938,1160
23460,250000,FALSE,108,938,1160
6179,9365,TRUE,140,938,1132
31535,150000,TRUE,114,938,1107
45000,175000,FALSE,105,939,-1
22440,47000,FALSE,131,939,-1
19380,87000,FALSE,139,939,1313
137911,61078,FALSE,124,942,1097
30855,110000,FALSE,94,942,-1
32640,121000,FALSE,111,942,1212
34170,275000,FALSE,61,943,1215
51695,28849,FALSE,62,943,-1
90542,78472,FALSE,122,944,1124
35700,112000,FALSE,109,944,1212
42840,130000,FALSE,62,944,1212
30758,141000,FALSE,81,944,1226
46920,330000,FALSE,113,945,1154
53040,300000,FALSE,133,945,1145
25000,17000,FALSE,122,945,-1
42840,130000,FALSE,62,949,1212
30000,293800,FALSE,150,949,1286
28560,138500,FALSE,110,949,1240
97072,86642,TRUE,102,949,1111
8579,56722,TRUE,61,949,1125
40000,185000,FALSE,85,949,1233
48711,388500,FALSE,106,950,1202
45798,110000,FALSE,58,952,1247
45798,110000,FALSE,57,952,1240
161717,124914,FALSE,54,956,-1
43860,250000,FALSE,58,956,1203
28855,42000,FALSE,127,957,1316
31620,175000,FALSE,123,958,1195
37740,325000,FALSE,74,958,1187
20611,141000,FALSE,78,960,-1
40800,192000,FALSE,73,960,-1
65094,80000,FALSE,77,960,-1
32130,56000,FALSE,58,963,1306
27540,104000,FALSE,106,963,1279
62220,165000,FALSE,78,964,-1
14400,89726,TRUE,126,965,1268
30000,63000,FALSE,91,967,1429
30600,350000,FALSE,89,971,1198
80000,75000,TRUE,20,971,1254
35700,100000,FALSE,116,974,-1
100000,182500,TRUE,114,974,1083
83946,262923,TRUE,58,974,-1
53550,245000,FALSE,126,974,1170
30600,215000,FALSE,85,978,1187
49500,40000,TRUE,52,979,1315
41751,150000,FALSE,95,980,1125
26279,145255,FALSE,130,985,1224
100395,162939,FALSE,53,985,1313
51000,124000,FALSE,115,986,1237
42567,97600,FALSE,42,988,1118
40800,340000,FALSE,65,992,1127
30600,160000,FALSE,137,992,1181
30000,155000,FALSE,114,995,1177
35000,130000,FALSE,65,995,1217
106178,95000,FALSE,96,998,1376
25000,155000,FALSE,122,999,1156
35700,199000,FALSE,63,999,1167
43860,61200,FALSE,54,1000,1358
100980,215000,FALSE,35,1001,1138
62220,165000,FALSE,125,1006,1252
43438,14482,FALSE,76,1007,1257
64770,125000,FALSE,92,1008,1261
40800,8670,FALSE,156,1012,-1
38760,56000,FALSE,74,1012,1358
36720,57000,FALSE,67,1012,1302
35700,57000,FALSE,124,1013,1342
71400,75000,FALSE,95,1013,-1
63678,72853,FALSE,86,1014,1371
92958,148000,FALSE,104,1014,1331
92825,75566,FALSE,119,1015,1247
47430,145000,FALSE,133,1016,1215
25500,59000,FALSE,68,1019,1352
35700,59000,FALSE,85,1020,-1
69334,89639,FALSE,103,1022,1118
45900,62000,FALSE,64,1026,1308
27540,93000,FALSE,44,1026,1230
62634,188310,FALSE,54,1028,1111
44309,43500,FALSE,59,1028,1330
35700,154000,FALSE,78,1030,-1
45000,100000,FALSE,109,1034,1215
89349,62511,FALSE,19,1036,-1
64454,60570,TRUE,137,1037,1309
50000,10000,FALSE,111,1037,-1
24351,4303,FALSE,89,1040,1244
49980,134000,FALSE,57,1044,1218
48960,5100,FALSE,108,1048,1224
51000,73000,FALSE,51,1048,-1
56100,350000,FALSE,64,1049,1195
40800,14700,TRUE,100,1051,-1
40027,26000,TRUE,79,1055,1223
50653,130716,FALSE,49,1065,1167
71400,120000,FALSE,46,1070,1261
45983,11000,FALSE,80,1070,1257
30600,51000,FALSE,65,1071,1321
17000,112500,FALSE,88,1071,1226
90841,185000,FALSE,84,1072,1238
31110,93000,FALSE,57,1077,-1
51000,160000,FALSE,98,1078,1274
133859,75000,TRUE,63,1097,1302
30600,96000,FALSE,24,1107,1231
35000,11000,FALSE,121,1138,1302
60000,60000,TRUE,106,1145,-1
30600,5100,FALSE,72,1160,-1
75000,60000,TRUE,70,1180,-1
35000,5750,FALSE,105,1188,-1
92750,16488,FALSE,64,1197,-1
92934,159972,TRUE,56,1208,-1
50000,10000,FALSE,111,1211,-1
125000,25000,TRUE,57,1212,1408
30600,10200,FALSE,67,1216,-1
30600,7140,FALSE,101,1232,1384
55000,15000,FALSE,45,1237,-1
25500,9180,FALSE,121,1245,-1
35000,5000,FALSE,133,1247,-1
183600,45900,FALSE,44,1282,-1
105117,21023,FALSE,58,1285,-1
113361,51528,FALSE,90,1287,-1
185918,246068,FALSE,49,1288,-1
30600,8160,FALSE,108,1310,-1
40800,8160,FALSE,88,1329,-1
26520,4080,FALSE,127,1329,-1
71400,34000,FALSE,105,1348,-1
81600,9180,FALSE,61,1363,-1
80000,20000,FALSE,50,1378,-1
103392,212274,FALSE,88,1393,-1
