pre_application_distribution,planning_level,public_works_level,fire_level,special_zoning_level,agency_referral_level,n_runs_proxy,seed,completed_permits,mean_total_days,mean_application_to_ready_days,planning_to_ready_n,debris_blocking_wait_count,debris_blocking_wait_share,debris_blocking_wait_mean_days,debris_blocking_wait_median_days,debris_blocking_wait_max_days,median_total_days,std_total_days,min_total_days,max_total_days,mean_wait_days,mean_service_days,county_review_mean,applicant_mean,debris_mean,step_wait_mean__epa_debris,step_service_mean__epa_debris,step_wait_mean__usace_debris,step_service_mean__usace_debris,step_wait_mean__pre_application_activities,step_service_mean__pre_application_activities,step_wait_mean__applicant_revisions,step_service_mean__applicant_revisions,step_wait_mean__planning,step_service_mean__planning,step_wait_mean__agency_referral,step_service_mean__agency_referral,step_wait_mean__special_zoning,step_service_mean__special_zoning,step_wait_mean__public_works,step_service_mean__public_works,step_wait_mean__fire_review,step_service_mean__fire_review
poisson_10,0.5,1.0,1.0,1.5,1.5,4.5,46.5,1200.0,114.80556072533057,104.80414405866391,1200.0,12.1,0.010083333333333333,6.889433105019583,5.527369717758399,16.65508294642345,96.6746116101644,62.89920104148082,23.761735553512782,615.858505505333,16.69423944458121,122.05668861152637,50.10290908884334,73.77204417165794,14.875974795606307,3.1955921958655775,1.0090415886295134,8.171924344444552,2.4994166666666664,0.0,10.001416666666668,0.0,63.77062750499125,5.326679525702687,3.399129667109716,0.0,11.529434493603624,0.0,16.878239113866165,0.0,8.310059540192853,4.3378568394434916e-05,4.659323369799897
poisson_10,1.0,1.5,0.5,0.5,0.5,4.5,46.5,1200.0,114.83311199639111,104.83169532972445,1200.0,4.2,0.0035000000000000005,9.233953919750606,7.591778862276394,16.77020166343294,111.29448291440215,33.934008741407226,23.48515776637851,341.53608124418645,27.08956579687009,107.85486357358211,46.82872158207765,73.22561399707236,14.890093791302196,3.1984131959480684,1.0168123663224056,8.171368229031719,2.5035,0.0,10.001416666666668,0.0,63.22419733040569,15.719784371890299,6.7920448288465565,0.0,3.810837600250925,0.0,5.678619958718103,0.0,12.514267256189992,0.0,2.313167566181778
poisson_10,1.0,0.5,0.5,1.0,1.0,4.5,46.5,1200.0,115.01851208846065,105.01709542179397,1200.0,8.3,0.0069166666666666664,7.438003643834046,6.699618635816361,18.679025861687585,105.97648210473008,46.97730959795128,20.80687433087461,490.6138954352529,27.031302886764898,109.38045107318794,47.99148125297129,73.55922017815969,14.861052528821862,3.1906656364503547,1.0135166531042683,8.15695357260057,2.4999166666666666,0.0,10.001416666666668,0.0,63.557803511493034,15.683683677713972,6.794727602568481,0.0,7.7191372492729595,0.0,11.283199013289012,0.0,4.150733762369139,0.0,2.359999947757721
poisson_10,1.0,1.5,1.0,0.5,0.5,4.5,46.5,1200.0,115.2198111377515,105.21839447108485,1200.0,4.6,0.0038333333333333336,6.590095581129594,6.156865745255743,14.080678484202881,112.08396586225993,33.47880884282118,30.34745366964712,286.37089691407994,27.111054485542542,109.98447190387421,49.17759007350001,73.02716810912895,14.890768206787783,3.1838908072346657,1.0109649508160732,8.19149578207038,2.5044166666666667,0.0,10.001416666666668,0.0,63.025751442462266,15.735667896237498,6.803378520554664,0.0,3.791495985968658,0.0,5.650625554179848,0.0,12.490459181528827,0.0,4.705962935030525
poisson_10,0.5,1.5,1.0,1.5,1.0,4.5,46.5,1200.0,115.23764063850834,105.23622397184167,1200.0,9.0,0.0075,6.404670982172202,4.381778222455583,16.992422824217687,100.05609997748618,57.39534238826521,24.332375893935822,563.8143154730616,16.704681504852196,122.02549688454428,50.55828462200945,73.29993527248114,14.871958494905897,3.1693920931327098,1.004263752104349,8.197802649668834,2.5004999999999997,0.0,10.001416666666668,0.0,63.29851860581448,5.334110900161326,3.4030836197951837,0.0,7.435997897549275,0.0,17.286538910002587,0.0030054807763081033,12.47508544308565,0.00037038111301613815,4.620091989526103
poisson_10,1.0,0.5,1.5,0.5,1.5,4.5,46.5,1200.0,115.48996599048598,105.48854932381933,1200.0,6.8,0.005666666666666667,7.554856971366161,5.498993223614475,21.56544804154932,108.90840924685287,41.617850608569164,23.247533665016388,459.912582978587,27.793484523605038,111.8771610976863,51.50803505513602,73.33392698827981,14.828683577875484,3.18462712738408,1.0096999050594841,8.139273212098585,2.495083333333333,0.0,10.001416666666668,0.0,63.33251032161316,15.69623774609405,6.781572517437948,0.0,11.273096307802636,0.0,5.8870564750696275,0.0,4.1718696597649805,0.7733464380283186,6.924855910938463
poisson_10,0.5,1.0,1.5,1.5,1.5,4.5,46.5,1200.0,116.00137795055063,105.99996128388395,1200.0,11.3,0.009416666666666667,7.846554115710136,5.765980976113062,20.71152220692083,98.80685277736877,62.39229391855447,21.864499166172234,633.4492963565883,17.970351215804687,123.8723870811527,53.41030571249147,73.54449403776849,14.887938546697432,3.1828352622458085,1.00794159409418,8.194578357024108,2.5025833333333334,0.0,10.001416666666668,0.0,63.54307737110182,5.32624801260423,3.4041015534897183,0.0,11.478480549904287,0.0,16.630441321661447,0.0,8.32188074195706,1.2666895839305377,6.982463948944188
poisson_10,1.0,1.0,0.5,0.5,1.5,4.5,46.5,1200.0,116.01714102807236,106.0157243614057,1200.0,5.5,0.004583333333333333,7.7435779086672465,5.783190680423695,18.337801308360383,109.21000280217542,42.39779389755567,22.111879539757282,393.9937596810097,27.077044897035364,111.52470491095826,50.361471932529454,73.37559649036453,14.864681385099649,3.1802761723183233,1.0115299615347348,8.172625251246592,2.5002500000000003,0.0,10.001416666666668,0.0,63.37417982369789,15.724143473470457,6.795833009045763,0.0,11.470208336856647,0.0,5.698614393669611,0.0,8.31997461060685,0.0,2.3526981088801406
poisson_10,1.0,1.0,1.5,0.5,1.0,4.5,46.5,1200.0,116.04332508560726,106.04190841894061,1200.0,6.0,0.005,6.797828943141117,5.983008506661654,14.19816724053656,111.56331337650704,36.91155198449398,25.88167091518236,354.7197370985617,27.649728650822038,112.64862108358855,51.953323528088255,73.51382390467813,14.8312023016442,3.1972126479038416,1.0115255221186097,8.125964131621751,2.4965,0.0,10.001416666666668,0.0,63.51240723801146,15.739181757213114,6.798342984713864,0.0,7.66676661551263,0.0,5.791748580881235,0.0,8.330566779209475,0.587370114083333,7.039346696474598
poisson_10,0.5,1.5,1.5,1.5,1.0,4.5,46.5,1200.0,116.05643497558154,106.05501830891485,1200.0,6.5,0.005416666666666667,8.011161615644001,7.7656463586263245,16.246314808324325,101.21365827096454,57.153637053797056,25.24298449727082,642.05541353835,17.997651481828097,123.98058870391871,53.9672184834959,73.15369823002362,14.857323472227282,3.176400126426887,1.007989045624728,8.172184300175662,2.50075,0.0,10.001416666666668,0.0,63.15228156335695,5.33483403002359,3.4040803713934915,0.0,7.5314871878303595,0.0,16.862192165139476,0.008282747955560155,12.465396311717964,1.3059502772463951,7.054995392189068
poisson_10,1.0,0.5,1.5,1.0,0.5,4.5,46.5,1200.0,116.51065857971726,106.5092419130506,1200.0,7.3,0.006083333333333334,7.66013086878264,5.248682584862458,20.456741002421168,109.12263186002777,43.711364076897446,23.23360297886504,444.6224303968053,27.392554554251923,110.00560987403699,49.30081394282534,73.2371978696912,14.86015261577237,3.1937383303092943,1.0150294646537028,8.153218154142706,2.4981666666666666,0.0,10.001416666666668,0.0,63.2357812030245,15.695850887246797,6.790954975252473,0.0,3.781736712080901,0.0,11.562422610151115,0.0,4.155389451926127,0.34974718255312187,6.964712123614804
poisson_10,1.0,0.5,1.0,1.0,1.0,4.5,46.5,1200.0,116.59593668856091,106.59452002189425,1200.0,6.9,0.00575,9.179082905938792,7.0099926956877825,20.783549715044426,107.89612675029711,46.771145704177435,20.22763848310955,501.45115488121564,27.109078540633845,111.46071803624707,50.409168985443536,73.27654297097486,14.884084620462511,3.1904925811932605,1.0147409461775814,8.176851093091669,2.502,0.0,10.001416666666668,0.0,63.27512630430821,15.741734866348915,6.812909434144973,0.0,7.653707872218239,0.0,11.403040843417623,0.0,4.151339430080472,0.0,4.646436539233316
poisson_10,1.0,1.0,0.5,1.0,0.5,4.5,46.5,1200.0,116.68163948543175,106.68022281876509,1200.0,5.2,0.004333333333333333,8.575385097383268,7.296793592197956,18.610436330905085,109.19453238985948,43.57179313558501,23.18744316562897,444.85064115419425,27.065019875572254,109.66657374904207,48.55085519862425,73.32626660502262,14.854471820967465,3.188088672524638,1.010781307030895,8.158768508078598,2.4968333333333335,0.0,10.001416666666668,0.0,63.32484993835597,15.71816269496902,6.7940412584656995,0.0,3.7879205769678075,0.0,11.535812281680403,0.0,8.342199880651762,0.0,2.372718505889554
poisson_10,1.0,1.5,1.5,0.5,0.5,4.5,46.5,1200.0,116.81729698004737,106.81588031338072,1200.0,2.9,0.002416666666666667,10.500819784686076,9.661263948753213,15.53543325033462,113.80021220603938,33.4066729107126,25.99888240963238,315.85378291142746,27.514846331723597,112.7399092318672,51.92941320166775,73.47546554703192,14.849876814891138,3.1919550380692256,1.012050445793091,8.147954664362157,2.497916666666667,0.0,10.001416666666668,0.0,63.474048880365274,15.709384151408184,6.783978686856935,0.0,3.8659015013136853,0.0,5.611975528468959,0.0,12.463744321205676,0.4655524778840309,7.0288765345302675
poisson_10,1.0,1.0,1.0,0.5,1.5,4.5,46.5,1200.0,116.91097853696078,106.90956187029413,1200.0,5.5,0.004583333333333333,6.318561013057762,6.005286647914369,11.367837438411819,110.16861215763613,42.17170370535912,26.8036924789958,445.6638465277897,27.103060405148398,113.79718282130177,52.4591260974252,73.56809328593415,14.873023843090824,3.187336226133388,1.011754246720549,8.17435003690355,2.4995833333333333,0.0,10.001416666666668,0.0,63.566676619267504,15.741374142111459,6.801431760867102,0.0,11.310822180750096,0.0,5.598594258718673,0.0,8.303130103589634,0.0,4.703773651388241
poisson_10,1.0,1.5,0.5,0.5,1.0,4.5,46.5,1200.0,116.93850198870874,106.93708532204207,1200.0,4.2,0.0035000000000000005,9.233953919750606,7.591778862276394,16.77020166343294,112.08163921775368,37.3205338779895,23.48515776637851,397.5575464676566,27.08956579687009,111.66570117383303,50.639559182328576,73.22561399707236,14.890093791302196,3.1984131959480684,1.0168123663224053,8.17136822903172,2.5035,0.0,10.001416666666668,0.0,63.22419733040567,15.719784371890299,6.7920448288465565,0.0,7.62167520050185,0.0,5.678619958718103,0.0,12.514267256189992,0.0,2.313167566181778
poisson_10,0.5,1.5,0.5,1.5,1.5,4.5,46.5,1200.0,117.2324743850663,107.23105771839964,1200.0,10.8,0.009,8.385890235533791,5.741128167237178,23.690447408075926,99.68165172392193,63.11504739493936,21.53758055681857,658.1480180669063,16.664275921210894,123.27855742174742,51.807480867118485,73.29106090166684,14.844291574173003,3.1739377732903113,1.0093127965236661,8.164374337692362,2.496666666666667,0.0,10.001416666666668,0.0,63.289644235000154,5.3257300340735805,3.3958972128291123,0.0,11.457031247879907,0.0,16.75704151491329,0.0002337761546427147,12.526999503230032,0.0,2.3445475780379192
poisson_10,1.0,1.5,1.0,0.5,1.0,4.5,46.5,1200.0,117.28094507188628,107.27952840521962,1200.0,4.6,0.0038333333333333336,6.590095581129594,6.156865745255743,14.080678484202881,112.78591458650473,36.68702550950124,30.34745366964712,371.5868076787991,27.111054485542542,113.77596788984287,52.96908605946868,73.02716810912895,14.890768206787783,3.1838908072346657,1.0109649508160734,8.19149578207038,2.5044166666666667,0.0,10.001416666666668,0.0,63.025751442462266,15.735667896237496,6.803378520554664,0.0,7.582991971937316,0.0,5.650625554179848,0.0,12.490459181528824,0.0,4.705962935030525
poisson_10,1.0,1.0,1.0,1.0,0.5,4.5,46.5,1200.0,117.69605300645192,107.69463633978526,1200.0,5.7,0.00475,6.396621619022151,4.5935552337234675,14.200595064874165,109.88909943341316,44.35662515137663,27.330857466421076,511.6214334715909,27.080075226729463,111.8767640644683,50.77748548423123,73.31947375702478,14.859880049941756,3.1953583438112094,1.0139232252829111,8.148431814180963,2.5021666666666667,0.0,10.001416666666668,0.0,63.31805709035812,15.73628506873728,6.803180370601751,0.0,3.7708037165186545,0.0,11.461149616548003,0.0,8.300283209908702,0.0,4.705783501916828
poisson_10,0.5,1.5,1.0,1.5,1.5,4.5,46.5,1200.0,118.0595235994613,108.05810693279462,1200.0,9.0,0.0075,6.404670982172202,4.381778222455583,16.992422824217687,100.19430619624201,63.148388572642446,24.332375893935822,586.2570290027932,16.704681504852196,125.74349583331893,54.27628357078409,73.29993527248114,14.871958494905897,3.1693920931327098,1.0042637521043487,8.197802649668835,2.5004999999999997,0.0,10.001416666666668,0.0,63.2985186058145,5.334110900161326,3.4030836197951837,0.0,11.15399684632391,0.0,17.286538910002587,0.0030054807763081033,12.47508544308565,0.00037038111301613815,4.620091989526102
poisson_10,1.0,0.5,0.5,1.0,1.5,4.5,46.5,1200.0,118.06989887185435,108.06848220518768,1200.0,8.3,0.0069166666666666664,7.438003643834046,6.699618635816361,18.679025861687585,106.23286338147769,53.17524228502892,20.80687433087461,552.0500849377979,27.031302886764898,113.24001969782444,51.85104987760777,73.55922017815969,14.861052528821862,3.1906656364503547,1.013516653104268,8.15695357260057,2.4999166666666666,0.0,10.001416666666668,0.0,63.55780351149302,15.683683677713972,6.794727602568481,0.0,11.578705873909444,0.0,11.283199013289016,0.0,4.150733762369138,0.0,2.3599999477577214
poisson_10,1.0,0.5,0.5,1.5,0.5,4.5,46.5,1200.0,118.18622533163447,108.18480866496782,1200.0,8.2,0.006833333333333333,8.402165009072409,7.53563746614455,20.628632769741014,106.3647125794181,54.42531895205474,20.803377077921247,587.098873948411,27.039437168792176,110.83874195949548,49.509966237659,73.51051867520303,14.857694215425624,3.1894254918502187,1.0122354279426644,8.15928329563274,2.49675,0.0,10.001416666666668,0.0,63.509102008536345,15.690728381309208,6.786130705548774,0.0,3.826078352652041,0.0,16.723543305346585,0.0,4.139203379688452,0.0,2.344282113113933
poisson_10,1.0,0.5,1.5,1.0,1.0,4.5,46.5,1200.0,118.39370065931823,108.39228399265157,1200.0,7.3,0.006083333333333334,7.66013086878264,5.248682584862458,20.456741002421168,109.62009923964543,47.03214513375137,23.23360297886504,470.9456961631332,27.392554554251923,113.7873465861179,53.08255065490624,73.2371978696912,14.86015261577237,3.1937383303092948,1.0150294646537026,8.153218154142706,2.4981666666666666,0.0,10.001416666666668,0.0,63.2357812030245,15.695850887246797,6.790954975252473,0.0,7.563473424161802,0.0,11.562422610151115,0.0,4.155389451926128,0.34974718255312176,6.964712123614805
poisson_10,1.0,1.0,0.5,1.0,1.0,4.5,46.5,1200.0,118.83820328317259,108.83678661650592,1200.0,5.2,0.004333333333333333,8.575385097383268,7.296793592197956,18.610436330905085,109.60174133382569,47.29049689648836,23.18744316562897,478.4022034777804,27.065019875572254,113.45449432600988,52.338775775592055,73.32626660502262,14.854471820967465,3.188088672524638,1.0107813070308949,8.158768508078598,2.4968333333333335,0.0,10.001416666666668,0.0,63.324849938355975,15.718162694969024,6.7940412584656995,0.0,7.575841153935613,0.0,11.535812281680403,0.0,8.34219988065176,0.0,2.3727185058895546
poisson_10,1.0,1.5,1.5,0.5,1.0,4.5,46.5,1200.0,118.86105550606814,108.85963883940148,1200.0,2.9,0.002416666666666667,10.500819784686076,9.661263948753213,15.53543325033462,114.65591615345784,36.60161957146371,25.99888240963238,362.7245936919166,27.514846331723597,116.6058107331809,55.79531470298143,73.47546554703192,14.849876814891138,3.1919550380692256,1.0120504457930912,8.147954664362157,2.497916666666667,0.0,10.001416666666668,0.0,63.47404888036526,15.709384151408184,6.783978686856933,0.0,7.7318030026273705,0.0,5.6119755284689585,0.0,12.463744321205677,0.46555247788403104,7.028876534530269
poisson_10,0.5,1.5,1.5,1.5,1.5,4.5,46.5,1200.0,118.8892628673095,108.88784620064284,1200.0,6.5,0.005416666666666667,8.011161615644001,7.7656463586263245,16.246314808324325,101.36409596883223,62.812299588422164,25.24298449727082,688.5290043480833,17.997651481828097,127.7463322978339,57.73296207741108,73.15369823002362,14.857323472227282,3.1764001264268864,1.0079890456247282,8.172184300175662,2.50075,0.0,10.001416666666668,0.0,63.15228156335694,5.334834030023589,3.4040803713934906,0.0,11.297230781745537,0.0,16.862192165139476,0.008282747955560155,12.465396311717964,1.305950277246395,7.054995392189068
poisson_10,1.0,1.0,1.5,0.5,1.5,4.5,46.5,1200.0,118.93540815642181,108.93399148975513,1200.0,5.9,0.004916666666666666,7.034804157647241,6.112991620492183,14.19816724053656,112.08125352336819,42.66077313463734,25.88167091518236,439.5427576870983,27.649728650822038,116.48200439134487,55.78670683584456,73.51382390467813,14.8312023016442,3.197212647903841,1.01152552211861,8.12596413162175,2.4965,0.0,10.001416666666668,0.0,63.51240723801145,15.739181757213112,6.798342984713864,0.0,11.500149923268946,0.0,5.791748580881235,0.0,8.330566779209475,0.5873701140833332,7.039346696474597
poisson_10,1.0,1.0,1.5,1.0,0.5,4.5,46.5,1200.0,119.49132907187968,109.48991240521302,1200.0,5.9,0.004916666666666666,7.4868756887140915,6.559267033555498,15.43376498673517,112.18896108687568,43.782964617564275,24.396369430114994,499.7797191483568,27.23316437736052,114.33132274755658,53.3857514761232,73.32957796281201,14.849157685981899,3.186610391314428,1.0105978424323285,8.151866118901808,2.5000833333333334,0.0,10.001416666666668,0.0,63.328161296145346,15.738041589407468,6.7913819628983605,0.0,3.8118150299128395,0.0,11.521347098477097,0.0,8.32716330051851,0.15664627773681242,7.039356217172108
poisson_10,1.0,0.5,1.0,1.0,1.5,4.5,46.5,1200.0,119.53041006504809,109.5289933983814,1200.0,6.9,0.00575,9.179082905938792,7.0099926956877825,20.783549715044426,108.20812538338899,52.752714144990456,20.22763848310955,567.0301552890329,27.109078540633845,115.28757197235618,54.23602292155266,73.27654297097486,14.884084620462511,3.1904925811932605,1.0147409461775811,8.17685109309167,2.502,0.0,10.001416666666668,0.0,63.275126304308195,15.741734866348917,6.812909434144973,0.0,11.480561808327359,0.0,11.403040843417623,0.0,4.151339430080474,0.0,4.646436539233317
poisson_10,1.0,1.0,1.0,1.0,1.0,4.5,46.5,1200.0,119.73873712758345,109.73732046091678,1200.0,5.7,0.00475,6.396621619022151,4.5935552337234675,14.200595064874165,110.32363073597033,47.66333896026764,27.330857466421076,535.3342521788196,27.080075226729463,115.64756778098695,54.54828920074988,73.31947375702478,14.859880049941756,3.19535834381121,1.0139232252829111,8.148431814180963,2.5021666666666667,0.0,10.001416666666668,0.0,63.31805709035812,15.73628506873728,6.803180370601753,0.0,7.541607433037311,0.0,11.461149616548003,0.0,8.300283209908702,0.0,4.7057835019168275
poisson_10,1.0,1.5,0.5,0.5,1.5,4.5,46.5,1200.0,119.88067558340262,109.87925891673596,1200.0,4.2,0.0035000000000000005,9.233953919750606,7.591778862276394,16.77020166343294,112.82834120430054,43.208892058332815,23.48515776637851,490.62444206983685,27.08956579687009,115.47653877408395,54.4503967825795,73.22561399707236,14.890093791302196,3.1984131959480684,1.0168123663224053,8.17136822903172,2.5035,0.0,10.001416666666668,0.0,63.22419733040567,15.719784371890302,6.7920448288465565,0.0,11.432512800752775,0.0,5.6786199587181025,0.0,12.514267256189992,0.0,2.3131675661817788
poisson_10,1.0,0.5,1.0,1.5,0.5,4.5,46.5,1200.0,120.12854988089104,110.12713321422439,1200.0,6.8,0.005666666666666667,9.198306971400594,7.131917782077984,20.347638387372182,107.90353243873571,55.509138019457666,20.22763848310955,619.3375331928066,27.09860300351871,113.28779763052736,52.271080657965705,73.23288440992724,14.882435566153129,3.1881411645600326,1.013937693710437,8.178856707882655,2.5015,0.0,10.001416666666668,0.0,63.23146774326059,15.731605131076014,6.802832278657371,0.0,3.860436091075745,0.0,17.03005752619314,0.0,4.151459062279995,0.0,4.694690568683429
poisson_10,1.0,1.5,1.0,0.5,1.5,4.5,46.5,1200.0,120.20130484397949,110.19988817731283,1200.0,4.6,0.0038333333333333336,6.590095581129594,6.156865745255743,14.080678484202881,113.34683872292469,42.49399011067802,30.34745366964712,492.29894881242217,27.111054485542542,117.56746387581151,56.76058204543733,73.02716810912895,14.890768206787783,3.1838908072346657,1.0109649508160736,8.191495782070382,2.5044166666666667,0.0,10.001416666666668,0.0,63.02575144246227,15.735667896237493,6.803378520554664,0.0,11.374487957905975,0.0,5.650625554179848,0.0,12.490459181528825,0.0,4.705962935030525
poisson_10,1.0,0.5,0.5,1.5,1.0,4.5,46.5,1200.0,120.33644689496009,110.33503022829343,1200.0,8.2,0.006833333333333333,8.402165009072409,7.53563746614455,20.628632769741014,106.50669585566304,58.4355248862006,20.803377077921247,608.7870201241199,27.039437168792176,114.66482031214753,53.33604459031104,73.51051867520303,14.857694215425624,3.1894254918502183,1.0122354279426644,8.15928329563274,2.49675,0.0,10.001416666666668,0.0,63.50910200853633,15.69072838130921,6.786130705548774,0.0,7.652156705304082,0.0,16.723543305346585,0.0,4.139203379688452,0.0,2.3442821131139326
poisson_10,1.0,1.5,0.5,1.0,0.5,4.5,46.5,1200.0,120.55446445724024,110.55304779057356,1200.0,4.5,0.00375,8.222160062407275,7.828862542357362,15.84648306525834,113.15402033997687,43.3236978507896,23.59573780804616,434.1914941080885,27.07185972884301,113.6391312014991,52.48965943805261,73.34969545217999,14.871636040109518,3.1954583058351513,1.0131614625837622,8.16334960502394,2.4996666666666667,0.0,10.001416666666668,0.0,63.34827878551331,15.71305181798392,6.7981743472314164,0.0,3.772814185497065,0.0,11.439076844097576,0.0,12.425998858969338,0.0,2.3405433842733046
poisson_10,1.0,1.5,1.0,1.0,0.5,4.5,46.5,1200.0,120.91230995014575,110.9108932834791,1200.0,3.5,0.002916666666666667,5.703382826043768,4.52412981544392,11.107946319036333,114.4330917267908,43.28072551794341,32.263604100599444,476.75134795319553,27.092860035801756,115.59896718087771,54.68628246399483,73.13176096384832,14.873783788836315,3.19776963220738,1.0145729057818256,8.160691250847112,2.50075,0.0,10.001416666666668,0.0,63.13034429718166,15.734399152747267,6.800137861366823,0.0,3.7653540242915966,0.0,11.231022105090295,0.0,12.50694254708879,0.0,4.648426773410044
poisson_10,1.0,0.5,1.5,1.0,1.5,4.5,46.5,1200.0,121.1563812521144,111.15496458544774,1200.0,7.3,0.006083333333333334,7.66013086878264,5.248682584862458,20.456741002421168,109.92471476277258,52.6888563662579,23.23360297886504,539.1373731575477,27.392554554251923,117.5690832981988,56.86428736698715,73.2371978696912,14.86015261577237,3.1937383303092948,1.0150294646537026,8.153218154142708,2.4981666666666666,0.0,10.001416666666668,0.0,63.23578120302451,15.695850887246797,6.790954975252473,0.0,11.345210136242706,0.0,11.562422610151119,0.0,4.155389451926128,0.34974718255312176,6.964712123614804
poisson_10,1.0,1.0,1.5,1.0,1.0,4.5,46.5,1200.0,121.47676540003309,111.47534873336642,1200.0,5.9,0.004916666666666666,7.4868756887140915,6.559267033555498,15.43376498673517,112.51110638026805,47.10994957908575,24.396369430114994,529.5513286995589,27.23316437736052,118.14313777746943,57.19756650603604,73.32957796281201,14.849157685981899,3.1866103913144275,1.0105978424323285,8.151866118901808,2.5000833333333334,0.0,10.001416666666668,0.0,63.32816129614533,15.738041589407464,6.7913819628983605,0.0,7.623630059825677,0.0,11.521347098477097,0.0,8.32716330051851,0.1566462777368124,7.0393562171721085
poisson_10,1.5,0.5,0.5,0.5,0.5,4.5,46.5,1200.0,121.74887333649261,111.74745666982592,1200.0,5.1,0.00425,7.310619843587427,7.20918580538051,13.464920002298413,118.72782551439002,37.769647438961826,27.455850693807434,316.7358633143739,38.36860018918678,103.00731672173734,53.35220954284788,73.18785033686325,14.835857031212987,3.1807715085560306,1.0102396475401212,8.149012541783502,2.495833333333333,0.0,10.001416666666668,0.0,63.18643367019657,27.038816138847245,10.20172733084549,0.0,3.8138284451186357,0.0,5.8133989172021385,0.0,4.16153691433009,0.0,2.322901796504282
poisson_10,1.0,1.0,0.5,1.0,1.5,4.5,46.5,1200.0,121.79138714157935,111.78997047491268,1200.0,5.2,0.004333333333333333,8.575385097383268,7.296793592197956,18.610436330905085,110.04501444622721,53.234917694622524,23.18744316562897,548.3400019340522,27.065019875572254,117.24241490297769,56.12669635255986,73.32626660502262,14.854471820967465,3.1880886725246382,1.010781307030895,8.158768508078596,2.4968333333333335,0.0,10.001416666666668,0.0,63.32484993835597,15.718162694969028,6.7940412584656995,0.0,11.363761730903418,0.0,11.535812281680405,0.0,8.342199880651759,0.0,2.372718505889554
poisson_10,1.0,1.5,1.5,0.5,1.5,4.5,46.5,1200.0,121.80438272476593,111.80296605809926,1200.0,2.9,0.002416666666666667,10.500819784686076,9.661263948753213,15.53543325033462,115.26526288534387,42.48231626821677,25.99888240963238,454.46767627874806,27.514846331723597,120.47171223449459,59.661216204295116,73.47546554703192,14.849876814891138,3.1919550380692256,1.0120504457930912,8.147954664362157,2.497916666666667,0.0,10.001416666666668,0.0,63.47404888036526,15.709384151408193,6.783978686856933,0.0,11.597704503941056,0.0,5.6119755284689585,0.0,12.463744321205677,0.46555247788403104,7.028876534530269
poisson_10,1.0,0.5,1.0,1.5,1.0,4.5,46.5,1200.0,122.23565883760875,112.23424217094207,1200.0,6.8,0.005666666666666667,9.198306971400594,7.131917782077984,20.347638387372182,108.1285000868219,59.08111984978552,20.22763848310955,631.4128471373886,27.09860300351871,117.1482337216031,56.13151674904144,73.23288440992724,14.882435566153129,3.188141164560032,1.013937693710437,8.178856707882655,2.5015,0.0,10.001416666666668,0.0,63.2314677432606,15.73160513107602,6.802832278657371,0.0,7.72087218215149,0.0,17.03005752619314,0.0,4.151459062279995,0.0,4.694690568683429
poisson_10,1.0,0.5,1.5,1.5,0.5,4.5,46.5,1200.0,122.28687723273114,112.28546056606449,1200.0,7.9,0.0065833333333333325,7.415795619543287,5.096286896361063,20.7882159479251,109.79851702198032,56.00483505201133,23.046087675259123,572.897608441328,27.29498105279747,115.80206122324034,54.912531885843954,73.31486893918,14.869641451013857,3.189680020316079,1.0133487031967356,8.164029394167715,2.5025833333333334,0.0,10.001416666666668,0.0,63.31345227251337,15.713571580869615,6.791998719713932,0.0,3.8560294110323015,0.0,17.134966018405965,0.0,4.162162469140089,0.2277000574440568,7.02610362923799
poisson_10,1.0,1.5,1.5,1.0,0.5,4.5,46.5,1200.0,122.32964380391027,112.32822713724359,1200.0,3.1,0.0025833333333333333,10.013954769024053,9.219337711854532,15.758934174045939,115.49631869620077,42.29688967386998,26.248485086089108,405.3761715612351,27.202878338741936,118.23955839073597,57.15925681370891,73.4030375369425,14.880142378826497,3.188294210443591,1.0116133979253448,8.177818103790894,2.5024166666666665,0.0,10.001416666666668,0.0,63.401620870275835,15.725607059727466,6.791026365186371,0.0,3.814947430566042,0.0,11.198307092293916,0.0,12.462565737761143,0.11115896477998466,7.055644163393987
poisson_10,1.0,1.0,0.5,1.5,0.5,4.5,46.5,1200.0,122.35474450784412,112.35332784117743,1200.0,5.4,0.0045,8.435193404627098,6.759747058761633,18.04018051497429,110.24825531616094,54.80883434183463,23.116082222223216,577.4770229521039,27.056470714619433,115.3075633152364,53.586451389025356,73.93296753390938,14.844615106921088,3.1869184335672713,1.010772988411167,8.151590351609318,2.4953333333333334,0.0,10.001416666666668,0.0,63.93155086724272,15.717961929442836,6.804866258687769,0.0,3.739349244726391,0.0,16.647329781786254,0.0,8.332736575243619,0.0,2.3442075991384788
poisson_10,1.0,1.5,0.5,1.0,1.0,4.5,46.5,1200.0,122.60742684395913,112.60601017729246,1200.0,4.5,0.00375,8.222160062407275,7.828862542357362,15.84648306525834,113.49635797241342,46.72329887982925,23.59573780804616,456.2579198755261,27.07185972884301,117.41194538699617,56.26247362354968,73.34969545217999,14.871636040109518,3.1954583058351513,1.0131614625837622,8.163349605023942,2.4996666666666667,0.0,10.001416666666668,0.0,63.34827878551332,15.713051817983919,6.7981743472314164,0.0,7.5456283709941285,0.0,11.439076844097574,0.0,12.425998858969336,0.0,2.340543384273304
