LandValue,ImprovementValue,OwnerOccupied,Neighbours,PermitApplicationTime,ReconstructionCompletionTime
184660,283118,FALSE,63,555,969
283129,526626,TRUE,81,307,602
721397,1133623,FALSE,78,261,918
258752,396736,FALSE,76,259,1679
306766,579428,FALSE,74,345,687
408000,300900,TRUE,73,763,1136
250833,419996,TRUE,65,279,-1
550000,1283000,TRUE,60,294,1092
361210,453697,FALSE,62,580,933
290000,349793,TRUE,67,337,1233
248697,297700,TRUE,71,58,1303
390429,686697,FALSE,67,399,-1
404302,127658,TRUE,60,435,1140
194155,490305,FALSE,42,359,736
509295,95260,TRUE,48,296,896
692998,105524,FALSE,38,547,-1
284235,849781,TRUE,38,55,349
271626,563919,TRUE,70,262,743
294818,26794,FALSE,66,808,1435
263307,314523,TRUE,62,577,1267
546823,610874,TRUE,68,456,-1
261763,425623,FALSE,46,545,863
24243,112146,TRUE,48,223,584
147725,399101,TRUE,56,479,820
110373,280230,TRUE,65,437,1759
451392,1070258,TRUE,61,231,1095
489246,401240,FALSE,57,482,1052
525483,66096,FALSE,53,1039,1499
301816,573499,FALSE,57,119,790
112705,348885,TRUE,48,281,888
324932,383255,TRUE,57,477,1056
37349,282621,TRUE,58,219,-1
295898,296155,FALSE,61,153,227
141461,85906,FALSE,59,41,91
857760,1699650,FALSE,51,1123,-1
571415,1057780,TRUE,41,188,-1
736143,805653,FALSE,55,694,-1
33420,23063,FALSE,19,805,-1
36599,177504,FALSE,19,422,912
150572,110786,TRUE,22,574,791
162324,259377,TRUE,20,440,1211
283988,404521,TRUE,21,259,-1
306766,450773,FALSE,27,218,449
559861,513586,TRUE,27,791,1400
519480,515064,FALSE,31,465,1018
351056,1073274,TRUE,31,360,770
105891,114022,TRUE,20,339,517
367911,366860,FALSE,38,56,1962
300752,294960,TRUE,38,181,624
195509,292157,TRUE,40,294,-1
294855,170642,FALSE,35,364,-1
81793,185731,TRUE,32,273,539
127323,552577,TRUE,47,406,946
595847,385432,FALSE,73,363,910
405777,558361,FALSE,64,316,976
448872,890878,TRUE,48,279,867
307735,461607,TRUE,45,259,854
336437,239700,FALSE,47,493,990
417634,637741,TRUE,38,209,1498
459000,1062024,FALSE,22,240,804
643321,1379671,FALSE,41,146,420
274008,790189,TRUE,27,261,925
231228,760828,TRUE,24,539,1071
332556,914427,TRUE,62,170,630
217247,612382,TRUE,58,273,624
1094732,1429232,FALSE,2,1375,-1
26558,182074,TRUE,1,324,1008
362541,622313,TRUE,4,709,981
344211,696373,TRUE,8,163,657
126320,190365,TRUE,8,357,667
300752,415585,FALSE,7,514,1007
221591,169885,TRUE,8,633,1140
328093,688996,FALSE,7,381,1261
746409,1236231,TRUE,30,206,-1
527280,517703,FALSE,8,244,793
54415,183263,TRUE,8,287,-1
283405,432838,FALSE,8,392,916
108209,8408,FALSE,1,678,1631
500000,72153,FALSE,4,269,763
496697,215914,FALSE,1,219,924
291213,137722,FALSE,2,304,588
20573,27186,TRUE,1,311,434
240734,841135,FALSE,7,463,1100
1891453,32165,FALSE,7,524,-1
478956,55639,FALSE,4,507,-1
224103,84262,FALSE,4,415,1332
1093646,936117,FALSE,2,164,1046
825000,775618,FALSE,5,322,-1
128965,167100,TRUE,7,232,562
369327,168223,TRUE,3,387,773
613534,25764,FALSE,3,520,-1
690000,290000,FALSE,8,548,-1
9396,60330,TRUE,6,143,254
84425,4042,TRUE,8,244,848
88879,301362,TRUE,5,342,-1
814000,702420,FALSE,3,283,-1
295458,363012,FALSE,1,395,962
153188,77024,FALSE,1,388,-1
52385,238277,FALSE,2,344,757
195672,229964,FALSE,2,322,1049
434505,260700,TRUE,2,258,1283
1224000,612000,FALSE,3,1584,-1
1211749,97860,TRUE,2,210,-1
2081333,21023,FALSE,1,777,-1
314678,176834,TRUE,2,430,743
941855,30483,FALSE,1,1283,1360
155323,421348,TRUE,2,259,667
142650,162476,TRUE,3,413,969
309432,309310,TRUE,3,414,969
262744,197058,FALSE,3,412,-1
