LandValue,ImprovementValue,OwnerOccupied,Neighbours,PermitApplicationTime,ReconstructionCompletionTime
260000,475000,FALSE,889,209,582
187562,301446,TRUE,897,419,792
278252,422428,TRUE,900,178,737
69693,139399,TRUE,910,233,567
244800,448800,TRUE,909,778,1088
99196,52663,TRUE,914,363,-1
94684,261370,FALSE,914,212,702
109731,128543,TRUE,919,139,440
47685,144724,TRUE,925,161,332
138909,292372,TRUE,929,225,1199
200000,232581,TRUE,931,573,1280
199723,428400,FALSE,945,518,1021
123102,192624,FALSE,943,314,857
267946,401920,FALSE,939,197,619
68327,127494,TRUE,933,262,827
247335,465815,TRUE,927,478,826
210412,290865,FALSE,925,139,304
133793,298003,TRUE,925,224,581
219800,153000,FALSE,945,699,-1
199323,298985,TRUE,950,244,660
225466,539332,FALSE,955,283,545
231877,432218,TRUE,961,653,855
121630,192806,TRUE,962,239,1051
205614,143980,TRUE,974,300,-1
104254,251798,TRUE,975,170,381
199723,401920,FALSE,967,618,842
247335,368608,FALSE,960,313,643
180000,136895,FALSE,951,280,927
242182,357605,FALSE,944,253,608
246606,168300,FALSE,903,813,1238
273305,515076,TRUE,922,283,577
133478,376177,FALSE,940,619,867
133295,203284,TRUE,957,245,726
94684,211269,FALSE,957,246,546
90173,179464,FALSE,972,301,729
118177,249664,TRUE,995,464,871
136472,423649,TRUE,982,122,-1
168175,314527,FALSE,982,399,763
121342,235168,TRUE,981,205,714
265200,397800,TRUE,990,787,1100
105317,436238,FALSE,991,168,601
133793,194614,FALSE,1007,182,535
180200,311526,FALSE,1010,233,651
170387,92648,TRUE,1008,345,-1
105317,232021,TRUE,1006,197,-1
216418,404445,TRUE,998,122,728
112839,142182,FALSE,992,283,769
105317,225365,FALSE,986,458,1035
133479,345838,TRUE,1010,306,741
121342,172311,TRUE,1007,357,881
142724,224849,FALSE,1001,248,954
200454,367105,FALSE,995,252,857
2227961,1322528,FALSE,88,353,804
189198,330555,TRUE,689,211,464
67550,125718,TRUE,696,280,638
31991,87496,TRUE,705,304,-1
22189,47476,TRUE,723,575,-1
177295,466263,FALSE,766,136,420
181201,288680,FALSE,781,160,514
146163,272760,TRUE,802,198,520
115549,218940,FALSE,767,308,1525
257544,386323,FALSE,752,197,462
159311,300519,FALSE,724,296,644
209978,314968,TRUE,781,300,617
31991,41048,TRUE,781,618,-1
130866,193494,FALSE,790,161,-1
139204,229693,TRUE,778,385,812
73579,235782,TRUE,778,414,1091
22189,113164,TRUE,806,279,1056
155489,233236,TRUE,830,290,590
96577,241454,TRUE,853,591,1015
97305,280775,FALSE,837,325,700
121342,189051,FALSE,823,244,510
108653,251694,TRUE,813,290,601
173795,245969,FALSE,670,182,386
171735,283885,TRUE,659,66,504
167612,301452,TRUE,783,339,1297
112839,141869,TRUE,825,282,918
130017,172063,FALSE,841,80,380
112839,127737,FALSE,864,157,549
22189,48611,FALSE,859,262,720
22189,91964,TRUE,817,237,673
176719,311333,FALSE,775,189,561
183467,275203,FALSE,776,295,1255
196329,303772,TRUE,786,437,911
22189,26472,TRUE,795,204,1389
109466,169071,TRUE,800,427,1147
22183,25961,FALSE,1010,156,407
133478,218780,FALSE,989,251,563
69900,125097,FALSE,980,304,764
185732,324852,FALSE,945,260,619
320000,480000,FALSE,927,182,584
68897,161136,TRUE,908,351,713
169875,266141,FALSE,895,350,710
199723,401920,FALSE,880,363,735
269280,403920,FALSE,852,279,1046
157676,401920,FALSE,857,611,811
68327,97611,TRUE,880,129,439
207791,358063,FALSE,897,380,815
88407,151525,TRUE,911,300,902
180000,41433,FALSE,929,297,1644
22189,60084,FALSE,945,304,720
171787,257683,FALSE,959,260,587
231877,427684,FALSE,959,258,605
110789,142776,TRUE,945,282,1045
103403,248709,TRUE,928,330,759
34515,126924,TRUE,908,335,726
252488,381309,FALSE,894,332,765
205253,307881,FALSE,878,255,601
11058,24821,TRUE,839,379,871
194225,291623,TRUE,823,101,465
117574,117574,TRUE,812,286,665
218727,328093,FALSE,854,247,574
120723,208145,FALSE,907,377,786
121630,256738,TRUE,926,272,758
188563,283130,FALSE,945,240,569
260070,390107,TRUE,959,283,532
151900,248752,FALSE,847,304,833
22189,118449,TRUE,813,231,484
219300,433500,FALSE,982,653,868
94684,179311,TRUE,982,297,680
252282,378424,FALSE,982,313,599
21764,68994,FALSE,981,203,504
122520,142941,FALSE,990,209,512
276191,414288,TRUE,997,120,791
94056,122275,TRUE,1006,147,335
133478,246330,FALSE,970,259,584
157676,401920,FALSE,957,653,847
81989,157365,TRUE,870,226,421
252496,517303,TRUE,1010,359,738
226504,340323,TRUE,999,269,612
150123,388968,TRUE,993,244,640
212992,291026,FALSE,992,449,1056
174166,432349,TRUE,993,254,1109
216602,499825,TRUE,1010,146,988
104254,157192,FALSE,898,287,773
112105,178472,TRUE,864,206,483
136472,322748,TRUE,843,381,742
121342,210308,FALSE,825,427,847
104254,157192,TRUE,782,295,639
180864,146838,FALSE,762,428,-1
74115,110707,FALSE,730,287,723
157677,236225,FALSE,705,197,562
192996,432838,FALSE,681,303,680
190263,285280,TRUE,629,234,871
22619,136791,TRUE,543,344,794
133295,181035,TRUE,584,595,930
106090,148539,TRUE,564,202,569
116037,230917,FALSE,560,253,569
112839,141428,TRUE,576,121,302
169875,338030,FALSE,611,225,512
160815,372622,FALSE,658,162,351
76554,103353,FALSE,696,206,541
216539,324810,TRUE,713,154,862
173795,137584,TRUE,735,231,1178
104254,152375,FALSE,773,223,836
167466,382635,FALSE,791,121,619
72722,111010,FALSE,811,156,619
112839,112839,TRUE,803,325,888
267946,499824,FALSE,787,283,633
90173,81230,TRUE,764,202,1245
23461,131895,TRUE,744,223,940
186495,435172,TRUE,724,206,439
187562,434644,TRUE,710,241,598
120723,229379,TRUE,647,205,487
198034,282698,TRUE,640,350,710
173795,201315,FALSE,629,255,807
23954,53381,TRUE,626,202,437
265200,211650,FALSE,623,394,-1
94684,223036,FALSE,614,346,1114
150123,293432,TRUE,648,258,581
123435,127390,FALSE,667,324,702
193573,310881,FALSE,698,258,588
108653,310060,FALSE,678,366,983
50205,130783,TRUE,672,282,742
242182,452407,FALSE,670,756,933
138686,180297,FALSE,663,266,1135
31991,78963,TRUE,663,359,766
145611,279097,FALSE,676,160,570
247544,388193,FALSE,714,226,759
242182,456025,FALSE,739,178,611
31991,116643,TRUE,741,294,687
261120,391680,TRUE,741,218,619
31991,87496,TRUE,744,287,681
80383,99528,TRUE,751,255,-1
23461,93900,TRUE,758,293,681
94684,171620,FALSE,750,420,1050
169415,254124,FALSE,768,253,986
265200,397800,FALSE,807,358,654
27301,126289,TRUE,802,261,743
117394,187845,TRUE,798,344,715
202323,301845,TRUE,841,486,863
252488,474060,TRUE,859,203,685
173845,291087,TRUE,851,359,996
158971,266285,FALSE,875,577,861
136474,245661,TRUE,994,218,631
130017,138687,TRUE,989,216,485
96084,148938,TRUE,980,268,602
118704,170654,TRUE,970,388,720
187562,469116,TRUE,957,505,1120
171407,399956,TRUE,945,262,584
156188,301625,FALSE,928,202,1660
162828,386462,FALSE,910,772,983
274256,425818,FALSE,897,411,811
151755,256197,FALSE,883,367,1071
65672,124607,TRUE,859,281,569
112438,273279,TRUE,855,199,639
157747,349008,TRUE,850,146,-1
24481,146218,FALSE,834,358,-1
109466,301913,TRUE,830,293,1023
143884,215832,FALSE,818,244,790
78081,95662,FALSE,856,405,848
82301,103353,FALSE,876,353,815
94684,286727,FALSE,889,142,406
165560,407073,FALSE,900,618,833
197948,296376,FALSE,910,184,553
223101,334654,FALSE,927,286,667
115860,139035,FALSE,945,304,829
38719,60498,TRUE,957,304,722
129967,231908,TRUE,972,283,678
120723,261913,TRUE,980,358,1436
122698,127614,TRUE,989,360,720
120108,135325,TRUE,994,268,610
103403,156439,TRUE,994,338,883
201228,301845,FALSE,989,356,758
265123,397687,TRUE,980,227,1149
64386,114053,TRUE,972,202,439
121630,236662,FALSE,957,286,617
101893,116004,FALSE,945,280,626
158550,237831,FALSE,931,367,1071
244668,367006,FALSE,916,218,568
66986,86125,TRUE,945,286,630
150848,329332,FALSE,966,318,689
258589,387890,TRUE,964,280,626
73579,132458,TRUE,978,295,644
21764,156608,TRUE,985,360,734
156948,382425,FALSE,993,356,786
121342,252354,FALSE,993,212,514
81157,207204,TRUE,987,192,462
201906,344083,TRUE,988,246,660
121342,163815,FALSE,987,374,799
23926,146628,TRUE,979,210,470
111899,200699,FALSE,972,413,883
106426,70209,TRUE,958,454,-1
123760,60111,FALSE,945,513,-1
184587,144829,TRUE,928,136,458
231877,437991,TRUE,883,203,652
73579,114053,FALSE,916,147,373
21764,125021,TRUE,931,400,659
122523,125653,TRUE,959,490,1275
130017,141287,FALSE,965,175,367
112839,178202,TRUE,974,239,553
278252,417379,FALSE,979,430,726
121342,253765,TRUE,988,162,504
200000,132369,FALSE,995,149,1701
211265,396767,TRUE,1001,246,552
117574,157817,TRUE,1004,135,567
187562,350297,FALSE,1005,407,978
127456,188307,TRUE,1010,436,1133
94684,222514,TRUE,1010,154,393
96577,213082,FALSE,1010,220,499
187562,314843,FALSE,1010,433,773
125566,185992,TRUE,1010,281,649
250334,375504,TRUE,1010,318,714
183885,415794,TRUE,1010,65,342
216418,407073,FALSE,909,377,827
265273,397912,FALSE,891,198,680
150906,339056,TRUE,173,155,847
231877,448296,FALSE,174,210,888
230523,575682,FALSE,182,280,885
229500,474300,FALSE,183,360,968
151679,223276,TRUE,182,247,1535
121630,340581,TRUE,176,248,686
204000,380460,FALSE,177,344,988
229301,130050,FALSE,201,1023,1483
189026,381066,TRUE,200,640,1009
247544,368228,TRUE,201,261,737
207347,428612,TRUE,199,546,1039
257641,427684,FALSE,204,168,772
220840,430765,TRUE,204,500,-1
79350,263865,TRUE,176,307,731
390429,738646,TRUE,254,316,1304
394049,873487,FALSE,245,239,1157
250000,169509,TRUE,223,671,1484
295000,258293,TRUE,199,458,-1
431926,600821,FALSE,182,548,927
297713,428137,FALSE,170,218,622
202371,399649,TRUE,196,364,1175
290000,161999,TRUE,211,1133,-1
328372,854034,TRUE,235,465,1074
321300,596700,TRUE,174,812,1298
76320,211706,FALSE,174,373,1045
26633,62167,FALSE,174,356,1456
306000,637500,FALSE,173,766,1246
306000,515100,FALSE,173,210,888
218365,360394,TRUE,173,407,867
315353,572892,FALSE,176,164,392
120212,271076,TRUE,188,352,909
357000,821100,TRUE,188,254,1072
56484,228979,TRUE,188,293,1049
306000,667400,TRUE,186,784,1171
288558,608034,FALSE,181,526,881
305778,458670,FALSE,193,196,435
177271,429927,TRUE,200,724,1031
313097,484950,FALSE,195,497,1046
255911,517841,TRUE,197,265,777
182450,282803,TRUE,199,465,863
306000,617100,FALSE,199,766,1198
223292,516001,TRUE,199,232,682
79646,253006,TRUE,199,296,857
142028,364211,TRUE,207,199,801
365160,547740,FALSE,217,766,1242
300000,630000,FALSE,226,1206,1428
90173,226648,FALSE,230,489,1123
147945,236719,TRUE,231,225,842
257641,482304,FALSE,231,168,731
26110,234133,TRUE,232,234,713
163031,244261,FALSE,232,185,703
26633,96984,TRUE,240,483,695
302996,556680,FALSE,244,296,573
247335,556505,TRUE,242,245,777
330000,667500,TRUE,234,1078,1347
367911,893501,TRUE,233,217,576
320245,481967,FALSE,243,315,625
278562,618340,FALSE,244,475,757
36274,133818,TRUE,245,310,1269
306000,591600,TRUE,245,646,1241
236514,550800,FALSE,245,506,1109
306000,763980,TRUE,246,700,1003
144828,69490,TRUE,248,549,1164
278772,392445,FALSE,251,370,1209
242182,247034,FALSE,251,818,1681
236426,504685,FALSE,251,322,1514
78808,244331,TRUE,251,219,638
241770,545700,FALSE,251,735,1031
26110,120821,TRUE,251,463,751
26633,60751,TRUE,252,1596,-1
135411,347145,TRUE,250,358,939
309170,705937,FALSE,247,346,730
120361,243727,TRUE,246,274,583
26633,186001,FALSE,244,570,783
241770,545700,FALSE,243,735,1022
213979,447395,TRUE,242,293,738
68713,202560,FALSE,239,247,763
280500,622200,FALSE,230,611,834
285600,525300,TRUE,226,296,1039
214359,358232,TRUE,213,279,921
204806,307871,TRUE,205,199,863
371003,556505,TRUE,199,526,820
26110,200581,TRUE,195,225,927
112839,155085,TRUE,188,233,1142
359667,539501,TRUE,181,533,827
93701,211944,TRUE,178,177,583
112839,207738,TRUE,218,320,688
241770,561658,FALSE,214,414,699
150906,384874,FALSE,213,325,1015
300000,600000,FALSE,213,1207,1428
231258,525588,FALSE,224,608,882
27377,119228,TRUE,224,238,1049
267946,573916,FALSE,226,210,801
182016,230555,FALSE,229,185,756
306000,611898,TRUE,244,266,912
200962,378946,FALSE,244,234,603
135411,339888,TRUE,244,386,995
97611,225797,TRUE,245,342,995
261045,494345,TRUE,248,268,829
70563,265567,TRUE,247,247,945
170387,340786,FALSE,247,182,566
258752,388129,TRUE,164,128,386
231258,408000,FALSE,166,616,1200
21069,96813,TRUE,165,225,550
285600,530400,TRUE,165,210,1002
31991,128050,TRUE,164,276,657
247335,770100,FALSE,162,1003,1304
147339,242683,TRUE,162,246,599
306000,520200,TRUE,161,210,1002
280000,565000,FALSE,162,758,1155
213259,358237,FALSE,162,223,566
234456,460157,TRUE,161,475,891
139062,192240,FALSE,161,604,799
231258,637500,FALSE,160,787,1081
133614,272728,TRUE,160,210,1016
262599,417602,TRUE,160,209,709
182450,38314,TRUE,152,1123,-1
198788,385989,FALSE,153,450,1253
216722,95884,TRUE,155,485,1424
20795,153091,TRUE,159,315,763
142028,340877,FALSE,164,224,1016
243267,473166,TRUE,165,475,1099
139062,269957,TRUE,166,149,440
241770,545700,FALSE,167,735,1007
237029,581400,FALSE,170,774,1248
241155,358076,TRUE,174,213,647
42858,184634,TRUE,146,475,898
446206,669309,TRUE,157,217,563
309170,618340,FALSE,129,216,988
357000,673710,FALSE,129,775,1060
250000,180540,FALSE,129,269,1325
207997,523743,FALSE,129,510,1756
217247,550372,FALSE,127,209,868
162495,466145,TRUE,125,199,1035
293195,535500,TRUE,121,913,1136
169882,371546,TRUE,117,224,619
177269,490631,TRUE,104,351,1148
306000,642600,TRUE,104,456,1010
165502,376161,TRUE,104,188,763
346800,698700,FALSE,104,258,1214
20425,104465,TRUE,129,444,906
115860,380346,TRUE,129,595,1071
326998,489951,TRUE,129,205,710
357000,693600,FALSE,129,197,822
234456,486817,TRUE,129,176,674
181087,420556,TRUE,127,433,1170
246487,382350,FALSE,129,591,988
182450,486546,FALSE,129,246,658
309170,762619,FALSE,129,183,589
290033,435052,FALSE,129,345,827
130340,318632,TRUE,129,190,457
182016,394377,FALSE,129,346,702
275400,590580,TRUE,129,582,967
182016,556281,TRUE,129,248,686
246606,638951,FALSE,129,426,829
295800,443700,FALSE,129,371,829
244461,264000,FALSE,129,283,-1
275400,479400,FALSE,129,406,828
118177,339878,FALSE,129,752,1065
265200,527850,FALSE,129,787,1294
309170,710060,TRUE,122,377,720
327544,512205,TRUE,123,269,874
95699,241160,TRUE,122,231,708
118177,312623,TRUE,122,500,799
285600,540600,FALSE,122,661,989
357000,708900,TRUE,122,728,1207
118177,331670,TRUE,125,443,1198
181087,379894,TRUE,127,742,1184
275400,515100,FALSE,128,547,883
130340,346154,TRUE,128,399,801
252496,467125,FALSE,128,133,339
118177,291471,TRUE,128,226,505
222732,406441,FALSE,128,500,800
125566,307131,TRUE,126,470,945
125566,321904,TRUE,122,682,1087
236426,612000,TRUE,122,682,1095
235563,353349,TRUE,122,682,1087
234456,577752,TRUE,123,392,994
309170,689448,FALSE,128,440,-1
162495,307292,TRUE,128,143,335
157981,451394,TRUE,128,258,700
218365,408077,FALSE,128,136,392
284164,426248,TRUE,128,140,428
296719,445082,TRUE,128,239,673
242691,371285,TRUE,128,332,688
118177,343237,FALSE,129,570,988
231258,561000,FALSE,129,591,1142
308406,462610,TRUE,122,192,650
212354,542985,TRUE,122,258,649
268049,762619,FALSE,131,540,975
268049,754800,FALSE,130,540,1022
288558,535894,TRUE,130,258,881
295531,911429,TRUE,129,315,1212
268049,148000,FALSE,129,258,-1
243267,616969,FALSE,129,206,661
242691,132874,TRUE,129,316,1135
173796,427306,TRUE,129,248,953
380000,770000,FALSE,129,1079,1330
243615,556848,TRUE,129,351,933
229500,70500,FALSE,129,1417,-1
234600,196000,FALSE,129,1385,1702
226854,170286,TRUE,129,330,1101
147725,119660,TRUE,129,309,931
367911,614938,TRUE,129,189,528
212992,565857,TRUE,148,319,1031
155095,441615,TRUE,145,92,534
306000,678300,FALSE,164,349,850
260000,436084,FALSE,155,524,-1
506883,607697,FALSE,143,310,540
566506,849760,TRUE,127,210,688
714000,1320900,TRUE,121,770,1014
473030,1261413,FALSE,111,360,611
518759,853550,TRUE,99,624,1004
447912,774927,TRUE,118,268,890
714000,1555500,FALSE,121,150,687
501981,792018,TRUE,141,311,1147
290700,277500,FALSE,139,1316,-1
346546,911843,TRUE,140,801,1308
414259,257125,FALSE,138,261,1549
118071,434121,TRUE,181,99,514
592365,888552,TRUE,189,279,1023
463755,1313973,FALSE,203,241,678
136658,352800,TRUE,213,241,853
545760,997157,TRUE,63,696,1150
408459,612691,TRUE,60,238,871
498311,783541,TRUE,64,246,710
334941,173397,TRUE,86,234,1133
364907,109471,TRUE,182,280,1395
577118,1226374,TRUE,179,163,766
459000,1020000,TRUE,167,385,940
355079,757510,TRUE,112,72,892
231732,728100,TRUE,104,247,1136
413869,772650,FALSE,102,700,1441
391285,587217,TRUE,156,248,932
568125,1398067,TRUE,138,73,573
500000,1000000,TRUE,302,405,1109
334654,369750,TRUE,301,610,1598
265000,286389,FALSE,319,234,945
300000,194764,FALSE,309,412,-1
310097,346800,FALSE,307,336,1760
570000,1179000,FALSE,325,590,1074
612000,1377002,TRUE,315,801,1219
550800,1041148,FALSE,316,665,1108
433180,652663,FALSE,274,499,1156
561000,1224000,TRUE,274,724,1087
561000,1171980,FALSE,282,512,913
408000,877200,FALSE,308,380,722
612000,1269900,TRUE,296,638,917
450000,971324,FALSE,324,1240,-1
300000,251506,TRUE,340,350,947
300000,293392,FALSE,342,310,1232
380915,919197,FALSE,342,394,1018
385992,257040,FALSE,342,563,1624
408000,885688,TRUE,341,769,1008
427272,663545,TRUE,341,661,1001
375132,839509,TRUE,336,344,847
375132,217042,TRUE,332,493,1205
405865,737737,TRUE,322,1122,1497
489519,1044995,TRUE,323,401,904
250000,202979,FALSE,259,325,1059
418158,627237,FALSE,259,351,1071
236718,77538,TRUE,261,150,1092
425723,206781,FALSE,234,363,1266
339926,48437,FALSE,234,338,1525
693951,937715,FALSE,206,608,1267
334654,503990,TRUE,228,195,738
390000,593534,TRUE,228,62,1046
396381,600240,TRUE,216,196,1107
230204,216170,TRUE,225,478,1501
375000,191017,FALSE,225,370,1366
386128,593547,TRUE,266,240,1035
172261,277544,TRUE,220,352,834
392512,539760,TRUE,147,982,1298
267949,120579,TRUE,187,525,1401
459041,850969,TRUE,195,420,1014
561000,1173000,FALSE,198,227,1214
234600,78795,FALSE,202,227,1624
235884,527850,FALSE,180,583,1569
400000,800000,FALSE,177,535,1045
246606,527850,FALSE,176,583,1575
159311,466660,TRUE,174,407,890
283405,694601,FALSE,167,245,657
177269,565672,TRUE,164,400,882
412226,850217,TRUE,154,538,968
380587,498701,FALSE,163,240,766
234600,344000,FALSE,152,1276,1658
188076,403852,TRUE,161,184,617
173027,481491,TRUE,165,535,1037
265728,399171,TRUE,166,420,-1
216418,102000,FALSE,164,1033,1450
330192,526207,FALSE,168,461,842
268049,752313,TRUE,174,216,825
237029,214200,FALSE,178,919,1637
208812,554327,TRUE,169,643,1056
221571,132600,FALSE,168,1029,1339
236718,149664,TRUE,161,566,1388
241245,380970,FALSE,151,302,-1
85104,261569,TRUE,212,526,981
387600,785400,TRUE,207,413,1154
334934,618340,FALSE,204,153,833
408000,816000,FALSE,197,605,1177
387570,622584,TRUE,184,191,742
357000,753780,FALSE,170,535,1056
325875,365651,TRUE,146,286,911
334654,570803,FALSE,160,470,953
400000,366000,FALSE,170,813,-1
400000,835000,FALSE,169,399,895
290000,111750,FALSE,182,447,-1
229223,79840,TRUE,194,384,-1
265200,106000,FALSE,196,1261,1707
52298,104623,TRUE,190,577,1203
188279,62894,TRUE,192,666,1142
255000,88753,TRUE,193,626,1021
319475,628645,FALSE,184,248,673
394191,602325,TRUE,182,245,610
397800,596700,TRUE,176,626,1065
285600,617100,TRUE,171,167,1209
177536,608034,FALSE,162,588,918
242691,518155,TRUE,151,577,1067
339756,545311,TRUE,140,531,962
296178,668100,TRUE,142,577,1073
192045,396053,TRUE,142,560,1192
280500,558450,FALSE,139,574,-1
27601,78070,TRUE,138,539,769
326400,617100,FALSE,139,878,1109
166552,354694,TRUE,139,258,646
195521,406840,FALSE,140,724,1113
255000,108792,TRUE,141,547,1102
334934,633798,TRUE,144,258,896
238838,84343,TRUE,145,527,1102
159313,444643,TRUE,147,547,1200
294855,586500,FALSE,147,547,1051
324628,602881,FALSE,147,491,944
242691,567909,TRUE,147,547,1067
212857,137933,TRUE,156,547,927
238838,649256,FALSE,167,547,927
255000,152231,TRUE,172,560,1038
195521,296766,TRUE,165,527,962
243267,471340,FALSE,145,260,657
207127,104157,FALSE,147,577,1058
305778,458674,TRUE,162,548,1036
243267,107039,TRUE,168,721,1192
297060,445593,TRUE,173,531,1203
188279,399600,TRUE,167,534,931
306000,617100,FALSE,166,577,1087
278772,411825,FALSE,159,556,1206
309170,648226,FALSE,146,675,841
177536,426097,TRUE,144,560,1287
309432,680756,TRUE,144,527,1198
238838,129269,TRUE,145,561,1193
295800,617100,TRUE,145,547,1091
212857,559522,FALSE,146,528,959
331500,612000,TRUE,148,561,1073
212857,462217,TRUE,148,161,521
316298,198900,FALSE,148,906,1310
498311,815457,TRUE,140,420,1045
765000,1560600,TRUE,139,239,1254
412226,1225000,FALSE,136,811,1624
765000,1657500,FALSE,133,475,1122
420470,653310,FALSE,128,510,1372
556987,293966,TRUE,116,722,-1
362179,830004,TRUE,119,162,798
206113,147750,FALSE,122,967,1652
250000,856366,TRUE,122,624,-1
401931,133179,TRUE,207,353,1339
422544,927540,TRUE,198,196,589
310000,156060,FALSE,191,286,1234
918000,992849,FALSE,185,1464,-1
570000,1180000,FALSE,184,1101,-1
485391,203257,TRUE,163,265,-1
577577,194818,TRUE,160,260,-1
350000,208355,FALSE,222,315,1290
365000,451128,FALSE,214,1007,1751
33482,109248,FALSE,214,624,1287
640571,1287763,TRUE,221,217,1039
360000,419701,FALSE,205,521,-1
492563,535894,TRUE,211,546,941
504999,1039046,TRUE,173,202,660
750000,1550000,FALSE,164,1053,1452
330000,208299,FALSE,157,295,1324
495097,915938,TRUE,156,255,728
566811,1313973,FALSE,139,400,734
301816,173544,FALSE,125,713,-1
340086,293250,FALSE,139,987,1373
309170,411000,FALSE,154,1023,1658
566262,849396,TRUE,171,203,1023
330000,134211,FALSE,174,485,-1
450710,986810,FALSE,181,262,947
310000,116924,TRUE,188,360,-1
484396,1095619,TRUE,232,316,1078
477686,970528,TRUE,227,266,1010
379647,582995,TRUE,222,199,638
515100,1287763,TRUE,228,363,1078
316898,510712,TRUE,230,429,1296
336376,279990,FALSE,225,583,1514
332697,295500,FALSE,230,856,-1
367911,1055000,FALSE,231,336,-1
389020,838817,TRUE,240,519,1389
321935,1054429,TRUE,232,416,1273
275400,309000,FALSE,226,1252,1624
408000,840990,FALSE,225,679,1171
290000,188010,TRUE,234,595,-1
268049,237000,FALSE,253,666,-1
260000,289751,FALSE,260,364,1024
377306,770748,TRUE,267,346,709
469200,958800,FALSE,266,321,1266
393328,589706,TRUE,270,206,979
556505,834758,TRUE,274,342,742
515283,1087247,FALSE,274,226,864
489600,1040400,TRUE,274,358,1043
243615,684666,TRUE,264,360,862
294744,777074,TRUE,259,136,-1
352759,529142,TRUE,257,492,1066
248484,705281,TRUE,253,464,1154
338832,508251,TRUE,268,471,1206
415584,628846,FALSE,269,358,668
346545,582145,FALSE,262,380,-1
329550,494330,TRUE,261,266,1087
510000,1096500,FALSE,251,1035,1350
384668,766977,TRUE,310,261,1021
370632,955421,TRUE,316,177,910
546823,978701,TRUE,324,246,1240
317121,753309,TRUE,338,220,733
391353,369750,FALSE,282,497,1270
319487,1021536,TRUE,286,86,545
394049,1116488,TRUE,285,265,828
618340,1545850,TRUE,278,317,742
463755,983838,FALSE,279,217,847
407435,1211760,FALSE,278,575,1316
484500,994500,TRUE,275,359,1015
268049,224400,TRUE,272,815,1385
336600,591500,FALSE,231,1309,-1
342052,1086697,FALSE,225,421,1483
360698,416000,FALSE,245,850,1700
714000,1453500,FALSE,236,667,1049
330000,989488,FALSE,246,401,1568
375319,812349,TRUE,246,287,1283
380166,768575,FALSE,260,358,873
382825,717729,TRUE,249,469,828
527757,791638,FALSE,256,184,941
300000,97934,TRUE,273,580,-1
132719,444431,FALSE,270,588,1150
300000,139845,TRUE,270,588,1389
484500,994500,TRUE,269,224,1086
412226,999649,FALSE,268,226,667
520960,792771,TRUE,274,365,875
300000,154220,FALSE,278,428,-1
510000,1007760,TRUE,286,287,910
275000,123651,FALSE,290,384,-1
283405,126225,FALSE,306,889,1539
510000,1096500,FALSE,279,787,1190
368433,842722,TRUE,279,633,1052
325000,125248,TRUE,255,588,1276
375319,1115445,TRUE,266,337,1023
678059,1171678,FALSE,257,240,792
441873,959507,TRUE,287,225,771
391811,781753,TRUE,246,357,940
624688,978257,FALSE,226,111,771
613534,1214329,FALSE,225,324,833
468918,1266096,TRUE,348,421,1268
855113,1130669,TRUE,345,1164,-1
304086,139513,FALSE,340,351,1487
355079,826788,TRUE,278,196,888
413751,879130,FALSE,329,196,944
530739,980318,FALSE,267,157,688
329781,200430,FALSE,338,938,-1
262793,412080,FALSE,294,330,1416
250000,1050000,TRUE,285,197,685
408000,912900,FALSE,323,317,1098
211268,541803,TRUE,337,332,938
408000,829632,TRUE,343,987,1252
300604,557018,TRUE,347,311,1004
205000,106814,FALSE,340,370,1080
470266,1113402,TRUE,334,260,1136
435269,703907,TRUE,337,262,1010
332382,936000,FALSE,353,686,-1
294855,477360,FALSE,339,237,-1
322007,483303,FALSE,333,239,636
401931,756975,TRUE,330,233,738
289665,760410,TRUE,326,975,1676
238838,580635,TRUE,316,302,765
210000,64945,FALSE,321,252,1570
306000,561000,TRUE,318,681,1193
306000,561000,FALSE,321,785,1193
273299,451175,FALSE,314,405,911
306000,600780,FALSE,304,917,1266
306000,610980,FALSE,295,808,-1
307323,481877,TRUE,295,344,699
257544,772653,TRUE,287,192,646
330000,670000,FALSE,283,801,1375
141090,255186,FALSE,279,1753,-1
376224,564336,TRUE,276,231,588
158189,352221,FALSE,278,280,1351
156766,326558,TRUE,280,269,1072
323500,485250,TRUE,293,380,933
156766,345842,FALSE,294,190,855
156766,333455,TRUE,305,299,791
189212,146880,FALSE,310,764,1472
119337,328703,FALSE,316,255,855
150458,315975,TRUE,318,630,920
133248,353522,FALSE,299,416,1036
306000,549780,TRUE,314,794,1232
315353,629655,TRUE,305,188,454
306000,561000,TRUE,302,415,888
209100,60000,FALSE,295,1289,1701
361080,541620,TRUE,297,287,709
242691,398020,TRUE,286,269,514
214359,124866,FALSE,282,282,-1
194891,403504,TRUE,288,280,1737
321300,596700,FALSE,293,582,1029
306000,590580,FALSE,293,561,989
309170,628645,FALSE,295,367,695
310000,640000,FALSE,299,393,1373
188075,233215,TRUE,302,205,464
154585,540000,FALSE,301,339,-1
131396,163200,FALSE,299,758,1350
240000,570000,FALSE,296,771,1424
218320,328061,TRUE,281,567,1483
122400,66300,FALSE,280,479,1498
249154,371921,TRUE,275,483,1182
155468,90000,FALSE,275,500,-1
139000,164814,FALSE,275,567,1652
230000,545000,FALSE,278,479,1424
247162,370744,FALSE,274,486,-1
166190,192000,FALSE,283,500,-1
135000,189580,TRUE,282,562,1694
220000,517500,FALSE,280,479,1424
